"key";"source";"source_nom";"target";"target_nom";"distance_km";"premiere_annee";"derniere_annee";"n_annees";"conttype"
"80-9994";"9994";"Ross Dependency";"80";"Belize (British Honduras)";11746,052472487;1928;1930;2;NA
"1044-510";"1044";"Navassa I.";"510";"German East Africa";11746,1705691178;1916;1917;2;NA
"31-9321";"9321";"Wallis and Futuna Is.";"31";"Bahamas";11746,5710080141;1914;1933;19;NA
"42-9900";"9900";"Samoa";"42";"Dominican Republic (Santo Domingo)";11749,4365629387;1876;1896;9;NA
"540-9006";"9006";"Macquarie I.";"540";"Angola";11750,4901460061;1914;1914;1;NA
"1029-563";"1029";"St. Pierre and Miquelon";"563";"Transvaal (South African Republic)";11751,4228455776;1876;1910;26;NA
"6090-800";"6090";"Río de Oro";"800";"Thailand (Siam)";11754,248573307;1915;1936;11;NA
"70-7104";"7104";"Kwangtung Territory";"70";"Mexico";11754,2687524391;1906;1938;33;NA
"1027-1161";"1161";"Buenos Aires";"1027";"British Columbia";11754,3294229281;1858;1860;3;NA
"452-8152";"8152";"Annam";"452";"Ghana (Gold Coast)";11754,629036631;1892;1900;9;NA
"310-9973";"9973";"Kerguelen Is.";"310";"Hungary";11755,1029673688;1920;1928;8;NA
"484-8401";"8401";"Sulu Sultanate";"484";"Congo (Brazzaville) (French Congo) (Middle Congo)";11756,4605811311;1903;1909;6;NA
"235-8532";"8532";"Riau";"235";"Portugal";11756,5842620445;1838;1840;3;NA
"430-7111";"7111";"Manchuria";"430";"French West Africa";11756,6599449932;1910;1926;2;NA
"1163-6203";"6203";"Tripolitania (Regency of Tripoli)";"1163";"Falkland Is.";11757,4121093728;1912;1934;23;NA
"66-7020";"7020";"Bokhara";"66";"Martinique";11758,4895164119;1833;1867;35;NA
"5200-66";"5200";"Italian Somaliland";"66";"Martinique";11759,1109844867;1893;1936;42;NA
"430-8223";"8223";"Kelantan";"430";"French West Africa";11759,832831698;1910;1910;1;NA
"5011-985";"5011";"Kenya Protectorate";"985";"Guam";11760,3772639308;1928;1928;1;NA
"562-7121";"7121";"Shangai";"562";"Natal";11760,9316694884;1863;1865;2;NA
"1025-721";"1025";"Quebec (Lower Canada)";"721";"Macao";11761,0835134089;1837;1840;3;NA
"4383-710";"4383";"Loos Is.";"710";"People's Republic of China (China)";11761,1373245376;1897;1904;8;NA
"2901-860";"2901";"Congress Poland";"860";"East Timor (Portuguese Timor)";11761,5914191021;1842;1917;2;NA
"4050-9610";"9610";"Clipperton I.";"4050";"St. Helena";11762,2270274993;1857;1858;2;NA
"20-8401";"8401";"Sulu Sultanate";"20";"Canada (Province of Canada)";11762,6186638488;1842;1915;15;NA
"41-7030";"7030";"Khiva";"41";"Haiti";11763,3995469002;1833;1874;36;NA
"230-9002";"9002";"Cocos (Keeling) Is.";"230";"Spain";11764,0577311256;1834;1938;59;NA
"1163-905";"1163";"Falkland Is.";"905";"Queensland";11764,3076380425;1859;1901;43;NA
"145-5201";"5201";"Italian East Africa";"145";"Bolivia";11765,8707134089;1936;1938;3;NA
"4338-7501";"7501";"Andaman Is.";"4338";"Goree";11765,9780162724;1858;1858;1;NA
"6-6811";"6811";"West Aden Protectorate";"6";"Puerto Rico";11766,8293971718;1937;1938;2;NA
"150-9900";"9900";"Samoa";"150";"Paraguay";11766,8883483209;1876;1896;9;NA
"411-7104";"7104";"Kwangtung Territory";"411";"Equatorial Guinea (Spanish Guinea)";11766,9071845313;1909;1938;30;NA
"280-9974";"9974";"Crozet Is.";"280";"Mecklenburg Schwerin";11767,427129093;1841;1867;6;NA
"248-8501";"8501";"Bali";"248";"Hamburg";11767,5408157149;1838;1840;3;NA
"1073-696";"1073";"Sint Maarten";"696";"United Arab Emirates (Trucial Oman)";11769,877313967;2010;2025;16;NA
"1028-800";"1028";"Vancouver";"800";"Thailand (Siam)";11771,3147415732;1865;1866;2;NA
"1029-581";"1029";"St. Pierre and Miquelon";"581";"Comoros";11772,1223156636;1887;1912;24;NA
"10210-1163";"10210";"Labrador";"1163";"Falkland Is.";11772,6489513455;1876;1900;11;NA
"3-4341";"4341";"Old Dahomey";"3";"Alaska";11772,7777796343;1856;1858;3;NA
"280-8510";"8510";"Lombok";"280";"Mecklenburg Schwerin";11773,057519207;1852;1852;1;NA
"681-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"681";"Aden";11774,6024095857;1914;1918;5;NA
"1029-5814";"5814";"Moheli";"1029";"St. Pierre and Miquelon";11775,9847097852;1902;1903;2;NA
"6402-92";"6402";"Western Anatolia";"92";"El Salvador";11776,322331852;1918;1923;6;NA
"240-8560";"8560";"Ternate";"240";"Hanover";11777,4151046345;1853;1853;1;NA
"101-9201";"9201";"Tokelau Is.";"101";"Venezuela";11778,7295814971;1912;1914;2;NA
"2003-4";"2003";"Channel Is.";"4";"Hawaii (Sandwich Is.)";11781,669174915;1842;1938;91;NA
"360-9810";"9810";"Caroline Is.";"360";"Romania";11782,4646854665;1898;1926;9;NA
"600-8221";"8221";"Johore";"600";"Morocco";11783,386470242;1899;1923;25;NA
"135-3504";"3504";"Samos";"135";"Peru";11784,0769126175;1879;1913;31;NA
"30-6800";"6800";"Socotra I.";"30";"Bermuda";11784,9890423407;1930;1938;8;NA
"5651-91";"5651";"Walvis Bay";"91";"Honduras";11785,3574386101;1878;1884;7;NA
"531-9810";"9810";"Caroline Is.";"531";"Eritrea";11785,6625617465;1898;1926;9;NA
"155-5801";"5801";"Nossi Be";"155";"Chile";11786,094061999;1884;1896;13;NA
"3343-9973";"9973";"Kerguelen Is.";"3343";"Fiume";11787,9343871105;1921;1924;3;NA
"4782-7120";"7120";"Kiauchau";"4782";"Oil Rivers Protectorate";11789,1067969646;1898;1899;2;NA
"165-9201";"9201";"Tokelau Is.";"165";"Uruguay";11789,1558340744;1912;1914;2;NA
"480-7105";"7105";"Weihaiwei";"480";"French Equatorial Africa";11790,199195384;1910;1930;21;NA
"225-9820";"9820";"Mariana Is.";"225";"Switzerland";11791,1682209768;1857;1885;11;NA
"6090-810";"6090";"Río de Oro";"810";"French Indochina";11791,1867632536;1915;1936;11;NA
"4781-721";"4781";"Lagos";"721";"Macao";11791,2575241585;1887;1906;20;NA
"4783-721";"4783";"Southern Nigeria (Niger Coast Protectorate)";"721";"Macao";11791,2575241585;1893;1913;21;NA
"30-5200";"5200";"Italian Somaliland";"30";"Bermuda";11794,3393048976;1893;1936;42;NA
"290-9810";"9810";"Caroline Is.";"290";"Poland";11795,3600033011;1918;1926;5;NA
"5200-65";"5200";"Italian Somaliland";"65";"Guadeloupe";11795,4347899279;1893;1936;42;NA
"1027-7501";"7501";"Andaman Is.";"1027";"British Columbia";11796,1477232018;1858;1860;2;NA
"1055-5200";"5200";"Italian Somaliland";"1055";"Windward Is.";11796,6184116564;1893;1936;42;NA
"120-9453";"9453";"Fanning I.";"120";"French Guiana";11797,2946176973;1904;1911;8;NA
"1028-920";"1028";"Vancouver";"920";"New Zealand";11797,5306333248;1865;1866;2;NA
"337-8501";"8501";"Bali";"337";"Tuscany";11798,0870958445;1838;1840;3;NA
"7020-904";"7020";"Bokhara";"904";"Victoria";11798,112536502;1851;1867;17;NA
"2003-8401";"8401";"Sulu Sultanate";"2003";"Channel Is.";11798,8585703426;1842;1915;15;NA
"240-8501";"8501";"Bali";"240";"Hanover";11801,1065457462;1838;1840;3;NA
"827-9601";"9601";"Society Is.";"827";"Straits Settlements";11801,1912004545;1883;1903;16;NA
"5801-920";"5801";"Nossi Be";"920";"New Zealand";11801,6119892931;1884;1896;13;NA
"462-7110";"7110";"Kwanchowan";"462";"British Togoland";11801,635371443;1935;1938;3;NA
"10-5803";"5803";"St. Marie de Madagascar";"10";"Greenland";11801,9947926123;1884;1892;5;NA
"248-9974";"9974";"Crozet Is.";"248";"Hamburg";11803,2476746839;1841;1867;6;NA
"246-9974";"9974";"Crozet Is.";"246";"Bremen";11803,3069696752;1841;1867;6;NA
"1027-824";"1027";"British Columbia";"824";"Sarawak";11803,6213771753;1870;1870;1;NA
"70-9810";"9810";"Caroline Is.";"70";"Mexico";11804,8002951335;1898;1926;9;NA
"7111-9973";"9973";"Kerguelen Is.";"7111";"Manchuria";11805,3262571939;1926;1926;1;NA
"480-8401";"8401";"Sulu Sultanate";"480";"French Equatorial Africa";11805,5937505952;1911;1915;5;NA
"246-8560";"8560";"Ternate";"246";"Bremen";11805,8263905237;1853;1853;1;NA
"327-8510";"8510";"Lombok";"327";"Papal States";11805,9799506972;1852;1852;1;NA
"1044-500";"1044";"Navassa I.";"500";"Uganda";11806,6948208172;1916;1917;2;NA
"3343-985";"3343";"Fiume";"985";"Guam";11806,8916938896;1919;1924;5;NA
"8221-9601";"9601";"Society Is.";"8221";"Johore";11807,2967163582;1899;1903;5;NA
"1044-531";"1044";"Navassa I.";"531";"Eritrea";11808,0562865076;1916;1917;2;NA
"2249-8560";"8560";"Ternate";"2249";"Heligoland";11808,1835161917;1853;1853;1;NA
"1029-564";"1029";"St. Pierre and Miquelon";"564";"Orange Free State (Orange River Colony)";11808,8152984396;1897;1910;12;NA
"1063-5200";"5200";"Italian Somaliland";"1063";"Leeward Is.";11808,8777966106;1893;1936;42;NA
"4535-8151";"8151";"Cochin China";"4535";"Dutch Posts (Gold Coast)";11809,2436809521;1869;1869;1;NA
"5518-9205";"9205";"Auckland Is.";"5518";"Northeastern Rhodesia";11809,3366153485;1906;1909;3;NA
"5803-930";"5803";"St. Marie de Madagascar";"930";"New Caledonia";11809,8698574228;1884;1892;5;NA
"31-7020";"7020";"Bokhara";"31";"Bahamas";11810,4396548034;1835;1867;33;NA
"6402-70";"6402";"Western Anatolia";"70";"Mexico";11810,8407242782;1918;1923;6;NA
"276-9974";"9974";"Crozet Is.";"276";"Lübeck";11813,1442743345;1841;1867;6;NA
"6-7020";"7020";"Bokhara";"6";"Puerto Rico";11814,3653988954;1833;1867;35;NA
"4784-824";"4784";"Northern Nigeria (British Nigeria)";"824";"Sarawak";11815,1566218138;1902;1913;9;NA
"1032-7020";"7020";"Bokhara";"1032";"Turks and Caicos Is.";11815,4518674611;1856;1867;12;NA
"53-5813";"5813";"Anjouan";"53";"Barbados";11816,0139527263;1902;1903;2;NA
"276-8510";"8510";"Lombok";"276";"Lübeck";11817,4247662061;1852;1852;1;NA
"6401-94";"6401";"Cilicia";"94";"Costa Rica";11817,8824930691;1919;1921;3;NA
"5011-68";"5011";"Kenya Protectorate";"68";"Netherlands Antilles";11818,4895422529;1928;1928;1;NA
"5518-911";"5518";"Northeastern Rhodesia";"911";"Papua (British New Guinea)";11818,6451285269;1906;1910;4;NA
"6802-904";"6802";"Perim I.";"904";"Victoria";11819,1710896535;1892;1901;10;NA
"602-9002";"9002";"Cocos (Keeling) Is.";"602";"Spanish Morocco";11819,7910039874;1913;1938;26;NA
"1029-5813";"5813";"Anjouan";"1029";"St. Pierre and Miquelon";11820,5499972409;1863;1903;6;NA
"257-9974";"9974";"Crozet Is.";"257";"Oldenburg";11821,3800921525;1841;1867;6;NA
"4060-903";"4060";"Tristan da Cunha";"903";"South Australia";11821,6528506416;1869;1892;9;NA
"1161-300";"1161";"Buenos Aires";"300";"Austria-Hungary (Austrian Empire)";11822,4649836609;1852;1860;9;NA
"1161-269";"1161";"Buenos Aires";"269";"Saxony";11823,8719799487;1855;1856;2;NA
"6090-7105";"7105";"Weihaiwei";"6090";"Río de Oro";11825,0341843394;1915;1930;5;NA
"8152-9601";"9601";"Society Is.";"8152";"Annam";11825,7007618714;1892;1900;9;NA
"452-9610";"9610";"Clipperton I.";"452";"Ghana (Gold Coast)";11825,8790276316;1857;1858;2;NA
"135-3353";"3353";"Dodecanese Is. (Aegean Is.)";"135";"Peru";11826,1547180569;1915;1938;24;NA
"1028-8151";"8151";"Cochin China";"1028";"Vancouver";11826,3846224374;1866;1866;1;NA
"735-9973";"9973";"Kerguelen Is.";"735";"Far Eastern Republic";11826,4048817862;1921;1921;1;NA
"572-7105";"7105";"Weihaiwei";"572";"Eswatini (Swaziland)";11827,0497829086;1909;1930;22;NA
"390-8510";"8510";"Lombok";"390";"Denmark";11827,1643282416;1852;1852;1;NA
"150-6401";"6401";"Cilicia";"150";"Paraguay";11827,2379866181;1919;1921;3;NA
"140-9006";"9006";"Macquarie I.";"140";"Brazil";11827,3024225196;1914;1914;1;NA
"2901-4";"2901";"Congress Poland";"4";"Hawaii (Sandwich Is.)";11828,9936966087;1837;1917;8;NA
"42-5614";"5614";"British Kaffraria";"42";"Dominican Republic (Santo Domingo)";11829,551477131;1861;1866;6;NA
"52-9994";"9994";"Ross Dependency";"52";"Trinidad and Tobago";11829,7664930941;1928;1930;2;NA
"1161-2248";"2248";"Holstein";"1161";"Buenos Aires";11830,3024940285;1852;1856;5;NA
"411-7111";"7111";"Manchuria";"411";"Equatorial Guinea (Spanish Guinea)";11830,3197461111;1910;1926;2;NA
"5-5109";"5109";"Mafia I.";"5";"Virgin Islands (Danish West Indies)";11830,5460079089;1915;1919;3;NA
"4792-8231";"8231";"Labuan I.";"4792";"Old Calabar (Efik)";11831,9193631289;1884;1884;1;NA
"210-9974";"9974";"Crozet Is.";"210";"Netherlands";11832,8650093866;1841;1869;8;NA
"160-3343";"3343";"Fiume";"160";"Argentina (La Plata)";11834,4612252332;1919;1924;5;NA
"6202-860";"6202";"Cyrenaica";"860";"East Timor (Portuguese Timor)";11834,9786566565;1927;1930;3;NA
"8221-960";"8221";"Johore";"960";"French Polynesia";11835,3136713322;1899;1923;25;NA
"257-8560";"8560";"Ternate";"257";"Oldenburg";11836,9649195733;1853;1853;1;NA
"480-9008";"9008";"Ashmore and Cartier Is";"480";"French Equatorial Africa";11838,3115597667;1914;1914;1;NA
"5109-985";"5109";"Mafia I.";"985";"Guam";11838,5614915934;1915;1919;3;NA
"411-8510";"8510";"Lombok";"411";"Equatorial Guinea (Spanish Guinea)";11839,5453017227;1852;1852;1;NA
"8151-9601";"9601";"Society Is.";"8151";"Cochin China";11839,7034673626;1889;1903;14;NA
"420-7502";"7502";"Nicobar Is.";"420";"Gambia";11839,7454343092;1843;1843;1;NA
"115-5803";"5803";"St. Marie de Madagascar";"115";"Surinam (Dutch Guiana)";11840,5796600854;1884;1892;5;NA
"20-7506";"7506";"Hyderabad";"20";"Canada (Province of Canada)";11840,7551396666;1867;1904;3;NA
"4782-824";"4782";"Oil Rivers Protectorate";"824";"Sarawak";11840,8005403037;1890;1899;10;NA
"2556-985";"2556";"Rhineland";"985";"Guam";11840,8636312951;1920;1920;1;NA
"1033-950";"1033";"Cayman Is.";"950";"Fiji";11841,3685784151;1887;1938;29;NA
"335-8501";"8501";"Bali";"335";"Parma";11841,9360313974;1838;1838;1;NA
"1032-735";"1032";"Turks and Caicos Is.";"735";"Far Eastern Republic";11842,7003836196;1921;1922;2;NA
"68-6811";"6811";"West Aden Protectorate";"68";"Netherlands Antilles";11842,8456779822;1937;1938;2;NA
"160-3349";"3349";"Ionian Is.";"160";"Argentina (La Plata)";11843,6145083344;1833;1864;32;NA
"411-7105";"7105";"Weihaiwei";"411";"Equatorial Guinea (Spanish Guinea)";11845,055512434;1905;1930;23;NA
"1032-530";"1032";"Turks and Caicos Is.";"530";"Ethiopia (Abyssinia)";11845,900707383;1868;1936;55;NA
"30-5109";"5109";"Mafia I.";"30";"Bermuda";11848,5026274448;1915;1919;3;NA
"1163-522";"1163";"Falkland Is.";"522";"Djibouti (Afar and Issas) (French Somaliland)";11848,8533655309;1892;2025;115;NA
"411-9994";"9994";"Ross Dependency";"411";"Equatorial Guinea (Spanish Guinea)";11848,977486717;1928;1930;2;NA
"1044-560";"1044";"Navassa I.";"560";"South Africa";11849,1413149531;1916;1917;2;NA
"4781-720";"4781";"Lagos";"720";"Hong Kong";11850,8413252067;1863;1906;24;NA
"4783-720";"4783";"Southern Nigeria (Niger Coast Protectorate)";"720";"Hong Kong";11850,8413252067;1893;1913;21;NA
"1032-692";"1032";"Turks and Caicos Is.";"692";"Bahrain";11850,8557243359;1904;1938;35;NA
"1087-565";"1087";"Swan Is.";"565";"Namibia (South West Africa) (German South West Africa)";11850,9816501151;1930;1930;1;NA
"461-7111";"7111";"Manchuria";"461";"Togo (French Togoland)";11851,9509417158;1926;1926;1;NA
"563-7105";"7105";"Weihaiwei";"563";"Transvaal (South African Republic)";11852,9049884712;1905;1910;6;NA
"1044-551";"1044";"Navassa I.";"551";"Zambia (Northern Rhodesia)";11853,2786479679;1916;1917;2;NA
"1032-5518";"5518";"Northeastern Rhodesia";"1032";"Turks and Caicos Is.";11854,0999135594;1906;1910;4;NA
"8152-960";"8152";"Annam";"960";"French Polynesia";11854,1504054744;1892;1900;9;NA
"4050-775";"4050";"St. Helena";"775";"Myanmar (Burma)";11855,276435961;1833;1938;50;NA
"602-9973";"9973";"Kerguelen Is.";"602";"Spanish Morocco";11856,4063596882;1913;1928;10;NA
"246-8501";"8501";"Bali";"246";"Bremen";11857,1327761992;1838;1840;3;NA
"40-7030";"7030";"Khiva";"40";"Cuba";11857,1873880874;1833;1874;36;NA
"10210-751";"10210";"Labrador";"751";"French India";11859,731235829;1876;1900;11;NA
"4792-70";"4792";"Old Calabar (Efik)";"70";"Mexico";11860,0825396449;1884;1884;1;NA
"7531-9004";"9004";"Norfolk I.";"7531";"Kathiawar";11860,6812467674;1926;1938;13;NA
"6401-90";"6401";"Cilicia";"90";"Guatemala";11860,7184724991;1919;1921;3;NA
"52-5200";"5200";"Italian Somaliland";"52";"Trinidad and Tobago";11860,9543863891;1893;1936;42;NA
"434-7120";"7120";"Kiauchau";"434";"Benin (Dahomey)";11861,7771493229;1898;1899;2;NA
"3-4348";"4348";"Porto Novo";"3";"Alaska";11863,9090545973;1863;1866;3;NA
"572-7104";"7104";"Kwangtung Territory";"572";"Eswatini (Swaziland)";11865,2698383689;1909;1938;30;NA
"561-8560";"8560";"Ternate";"561";"Cape Colony (Cape of Good Hope)";11865,6266528774;1853;1853;1;NA
"101-9900";"9900";"Samoa";"101";"Venezuela";11865,7599565838;1876;1896;9;NA
"248-8510";"8510";"Lombok";"248";"Hamburg";11867,0691587724;1852;1852;1;NA
"5011-6";"5011";"Kenya Protectorate";"6";"Puerto Rico";11867,7621097462;1928;1928;1;NA
"8151-960";"8151";"Cochin China";"960";"French Polynesia";11868,246580896;1884;1938;51;NA
"30-7693";"7693";"Sindh";"30";"Bermuda";11869,2868434528;1835;1840;5;NA
"678-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"678";"Yemen Arab Republic (North Yemen) (Kingdom of Yemen)";11869,7022464262;1918;1918;1;NA
"670-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"670";"Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)";11870,053189412;1914;1918;5;NA
"115-7030";"7030";"Khiva";"115";"Surinam (Dutch Guiana)";11870,6661881893;1845;1874;27;NA
"2003-9974";"9974";"Crozet Is.";"2003";"Channel Is.";11870,7810342929;1841;1869;8;NA
"1044-9321";"9321";"Wallis and Futuna Is.";"1044";"Navassa I.";11870,9277819277;1916;1917;2;NA
"4050-8532";"8532";"Riau";"4050";"St. Helena";11871,1728760661;1838;1840;3;NA
"1048-581";"1048";"Trinidad";"581";"Comoros";11872,1947652915;1887;1889;3;NA
"3-5201";"5201";"Italian East Africa";"3";"Alaska";11872,3615053495;1936;1938;3;NA
"5519-7111";"7111";"Manchuria";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";11872,5019698272;1910;1910;1;NA
"70-7105";"7105";"Weihaiwei";"70";"Mexico";11872,5612289656;1905;1930;26;NA
"165-2903";"2903";"Cracow (Free City of Cracow)";"165";"Uruguay";11873,8570623422;1833;1843;3;NA
"2248-9974";"9974";"Crozet Is.";"2248";"Holstein";11873,9842841814;1846;1867;3;NA
"1055-696";"1055";"Windward Is.";"696";"United Arab Emirates (Trucial Oman)";11874,1714364567;1937;1938;2;NA
"1161-2247";"2247";"Schleswig";"1161";"Buenos Aires";11876,5020093147;1852;1856;5;NA
"1163-531";"1163";"Falkland Is.";"531";"Eritrea";11876,6468013414;1888;2025;79;NA
"1161-342";"1161";"Buenos Aires";"342";"Kingdom of Serbia";11876,8118433733;1857;1857;1;NA
"2248-8510";"8510";"Lombok";"2248";"Holstein";11878,8334275427;1852;1852;1;NA
"720-9994";"9994";"Ross Dependency";"720";"Hong Kong";11879,309128973;1928;1930;2;NA
"452-7110";"7110";"Kwanchowan";"452";"Ghana (Gold Coast)";11879,6752977836;1898;1938;13;NA
"135-3361";"3361";"Moldavia";"135";"Peru";11880,7063028337;1834;1858;10;NA
"430-8225";"8225";"Trengganu";"430";"French West Africa";11882,036844651;1909;1910;2;NA
"329-8560";"8560";"Ternate";"329";"Two Sicilies";11882,6051398438;1853;1853;1;NA
"1029-775";"1029";"St. Pierre and Miquelon";"775";"Myanmar (Burma)";11882,965329213;1833;1938;50;NA
"235-8221";"8221";"Johore";"235";"Portugal";11883,1304819829;1899;1923;25;NA
"31-7352";"7352";"Vladivostok";"31";"Bahamas";11883,3165319449;1919;1922;4;NA
"150-6402";"6402";"Western Anatolia";"150";"Paraguay";11883,6483177834;1918;1923;6;NA
"563-7104";"7104";"Kwangtung Territory";"563";"Transvaal (South African Republic)";11884,5467185879;1906;1910;5;NA
"552-7111";"7111";"Manchuria";"552";"Zimbabwe (Rhodesia) (Southern Rhodesia)";11885,2606631824;1910;1926;2;NA
"10-8560";"8560";"Ternate";"10";"Greenland";11885,4135747113;1853;1853;1;NA
"3-4781";"4781";"Lagos";"3";"Alaska";11885,5341046244;1863;1906;7;NA
"3-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"3";"Alaska";11885,5341046244;1903;1913;11;NA
"721-9994";"9994";"Ross Dependency";"721";"Macao";11886,158784305;1928;1930;2;NA
"140-9453";"9453";"Fanning I.";"140";"Brazil";11886,5276706567;1904;1911;8;NA
"1161-280";"1161";"Buenos Aires";"280";"Mecklenburg Schwerin";11886,7254209791;1852;1860;9;NA
"4783-7111";"7111";"Manchuria";"4783";"Southern Nigeria (Niger Coast Protectorate)";11886,9449874831;1910;1910;1;NA
"120-6982";"6982";"Kuria Muria Is.";"120";"French Guiana";11887,1596753093;1857;1859;2;NA
"232-8401";"8401";"Sulu Sultanate";"232";"Andorra";11887,3249206372;1903;1915;12;NA
"5201-912";"5201";"Italian East Africa";"912";"New Guinea (German New Guinea) (Kaiser Wilhelmsland)";11887,8608290274;1936;1938;3;NA
"2247-8510";"8510";"Lombok";"2247";"Schleswig";11888,2355603038;1852;1852;1;NA
"562-7120";"7120";"Kiauchau";"562";"Natal";11888,3387315133;1898;1910;13;NA
"1055-7020";"7020";"Bokhara";"1055";"Windward Is.";11889,7606506135;1834;1867;34;NA
"713-9994";"9994";"Ross Dependency";"713";"Republic of China (Taiwan) (Formosa)";11890,2265618288;1928;1930;2;NA
"7010-930";"7010";"Kokand";"930";"New Caledonia";11891,0167547578;1858;1867;2;NA
"257-8501";"8501";"Bali";"257";"Oldenburg";11891,287539786;1839;1839;1;NA
"9002-9462";"9462";"Malden I.";"9002";"Cocos (Keeling) Is.";11891,7982802831;1901;1913;12;NA
"21-9820";"9820";"Mariana Is.";"21";"Newfoundland and Labrador (Newfoundland)";11892,4660313153;1857;1885;11;NA
"4347-721";"4347";"Cotonou";"721";"Macao";11893,4920941622;1889;1892;3;NA
"140-9205";"9205";"Auckland Is.";"140";"Brazil";11893,5301271773;1903;1909;6;NA
"20-6811";"6811";"West Aden Protectorate";"20";"Canada (Province of Canada)";11893,8015373908;1937;1938;2;NA
"325-9820";"9820";"Mariana Is.";"325";"Italy";11895,335824873;1862;1885;10;NA
"1023-7504";"7504";"Tranquebar";"1023";"New Brunswick";11896,5011428017;1838;1838;1;NA
"4341-721";"4341";"Old Dahomey";"721";"Macao";11896,6804496563;1887;1894;7;NA
"4050-8218";"8218";"Manjung (Dindings)";"4050";"St. Helena";11897,1017518357;1910;1910;1;NA
"395-9810";"9810";"Caroline Is.";"395";"Iceland";11897,2246176143;1898;1926;9;NA
"480-7111";"7111";"Manchuria";"480";"French Equatorial Africa";11898,722999785;1910;1926;2;NA
"5651-720";"5651";"Walvis Bay";"720";"Hong Kong";11899,9300296944;1878;1884;7;NA
"6067-9002";"9002";"Cocos (Keeling) Is.";"6067";"Captaincy-general of north Africa";11900,2913655033;1873;1913;27;NA
"240-8510";"8510";"Lombok";"240";"Hanover";11902,6105806355;1852;1852;1;NA
"145-9321";"9321";"Wallis and Futuna Is.";"145";"Bolivia";11903,8084726361;1914;1933;19;NA
"231-9002";"9002";"Cocos (Keeling) Is.";"231";"Gibraltar";11903,810684902;1834;1938;59;NA
"6401-92";"6401";"Cilicia";"92";"El Salvador";11906,749497992;1919;1921;3;NA
"365-5651";"5651";"Walvis Bay";"365";"Russia (USSR)";11907,0480121945;1878;1884;7;NA
"3349-860";"3349";"Ionian Is.";"860";"East Timor (Portuguese Timor)";11907,4044092604;1842;1858;2;NA
"41-5201";"5201";"Italian East Africa";"41";"Haiti";11908,0863318952;1936;1938;3;NA
"52-5814";"5814";"Moheli";"52";"Trinidad and Tobago";11908,8414066209;1902;1903;2;NA
"2556-4";"2556";"Rhineland";"4";"Hawaii (Sandwich Is.)";11909,2392162228;1920;1920;1;NA
"1073-520";"1073";"Sint Maarten";"520";"Somalia";11909,6029228878;2010;2025;16;NA
"329-9820";"9820";"Mariana Is.";"329";"Two Sicilies";11912,6603902778;1857;1857;1;NA
"337-8510";"8510";"Lombok";"337";"Tuscany";11913,629356562;1852;1852;1;NA
"1028-4348";"4348";"Porto Novo";"1028";"Vancouver";11916,1777822208;1865;1866;2;NA
"101-5011";"5011";"Kenya Protectorate";"101";"Venezuela";11916,1860249922;1928;1928;1;NA
"645-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"645";"Iraq (Mesopotamia)";11916,2635582812;1917;1918;2;NA
"337-9820";"9820";"Mariana Is.";"337";"Tuscany";11916,7395991703;1857;1857;1;NA
"4-7020";"7020";"Bokhara";"4";"Hawaii (Sandwich Is.)";11917,6603090601;1837;1867;21;NA
"1055-581";"1055";"Windward Is.";"581";"Comoros";11917,8391991007;1887;1912;24;NA
"740-9620";"9620";"Pitcairn Is.";"740";"Japan";11918,2214272909;1919;1938;20;NA
"901-9610";"9610";"Clipperton I.";"901";"New South Wales";11918,601304474;1857;1858;2;NA
"1032-564";"1032";"Turks and Caicos Is.";"564";"Orange Free State (Orange River Colony)";11919,4475924097;1897;1910;10;NA
"31-7111";"7111";"Manchuria";"31";"Bahamas";11919,8129347807;1910;1926;2;NA
"1087-9994";"9994";"Ross Dependency";"1087";"Swan Is.";11919,8295919467;1930;1930;1;NA
"329-9610";"9610";"Clipperton I.";"329";"Two Sicilies";11919,9372367487;1857;1858;2;NA
"355-9810";"9810";"Caroline Is.";"355";"Bulgaria";11919,9616363278;1898;1926;9;NA
"906-9610";"9610";"Clipperton I.";"906";"Tasmania";11920,5138674552;1857;1858;2;NA
"41-5518";"5518";"Northeastern Rhodesia";"41";"Haiti";11921,5902782311;1906;1910;4;NA
"471-7352";"7352";"Vladivostok";"471";"Cameroun (French Cameroon)";11921,6453156646;1919;1922;4;NA
"1055-5814";"5814";"Moheli";"1055";"Windward Is.";11921,7373713353;1902;1903;2;NA
"437-8153";"8153";"Tonkin";"437";"Ivory Coast";11921,7624118488;1885;1900;11;NA
"1161-239";"1161";"Buenos Aires";"239";"Prussia";11921,8061428843;1852;1860;9;NA
"4050-8222";"8222";"Kedah";"4050";"St. Helena";11922,8595635805;1910;1910;1;NA
"1032-678";"1032";"Turks and Caicos Is.";"678";"Yemen Arab Republic (North Yemen) (Kingdom of Yemen)";11924,6574429989;1918;1938;21;NA
