"key";"source";"source_nom";"target";"target_nom";"distance_km";"premiere_annee";"derniere_annee";"n_annees";"conttype"
"1025-1049";"1049";"Tobago";"1025";"Quebec (Lower Canada)";4650,13719051792;1833;1833;1;NA
"20-3386";"3386";"Svalbard Is.";"20";"Canada (Province of Canada)";4650,16698866337;1925;1938;14;NA
"461-6802";"6802";"Perim I.";"461";"Togo (French Togoland)";4650,70708749975;1922;1937;16;NA
"5814-780";"5814";"Moheli";"780";"Sri Lanka (Ceylon)";4650,84923969288;1902;1903;2;NA
"4781-564";"4781";"Lagos";"564";"Orange Free State (Orange River Colony)";4651,30860859757;1897;1906;8;NA
"4783-564";"4783";"Southern Nigeria (Niger Coast Protectorate)";"564";"Orange Free State (Orange River Colony)";4651,30860859757;1897;1910;12;NA
"9050-920";"9050";"Torres Strait Is.";"920";"New Zealand";4651,39351259014;1867;1868;2;NA
"511-7531";"7531";"Kathiawar";"511";"Zanzibar";4651,69364198557;1926;1938;13;NA
"1081-140";"1081";"Mosquito Coast";"140";"Brazil";4651,78543327749;1865;1867;2;NA
"5109-630";"5109";"Mafia I.";"630";"Iran (Persia)";4653,18915788153;1915;1919;3;NA
"290-7588";"7588";"Baluchistan (Kalat)";"290";"Poland";4653,73001798942;1923;1937;6;NA
"342-4344";"4344";"Grand Popo";"342";"Kingdom of Serbia";4654,24315075277;1885;1885;1;NA
"3504-403";"3504";"Samos";"403";"Sao Tome-Principe";4655,12420580138;1879;1913;29;NA
"4781-561";"4781";"Lagos";"561";"Cape Colony (Cape of Good Hope)";4655,13114176357;1863;1906;24;NA
"4783-561";"4783";"Southern Nigeria (Niger Coast Protectorate)";"561";"Cape Colony (Cape of Good Hope)";4655,13114176357;1893;1910;18;NA
"1029-247";"1029";"St. Pierre and Miquelon";"247";"Frankfurt";4655,16106409838;1846;1850;5;NA
"1073-150";"1073";"Sint Maarten";"150";"Paraguay";4656,01166750102;2010;2025;16;NA
"390-7010";"7010";"Kokand";"390";"Denmark";4656,13726653534;1833;1867;35;NA
"470-6402";"6402";"Western Anatolia";"470";"Kamerun";4656,92151130642;1919;1922;4;NA
"5814-651";"5814";"Moheli";"651";"Egypt Arab Republic (Egypt)";4657,38365988831;1902;1903;2;NA
"355-4345";"4345";"Ouidah";"355";"Bulgaria";4658,09128360127;1886;1886;1;NA
"210-4338";"4338";"Goree";"210";"Netherlands";4658,12480581651;1854;1859;4;NA
"225-4792";"4792";"Old Calabar (Efik)";"225";"Switzerland";4658,56773554474;1884;1884;1;NA
"4784-563";"4784";"Northern Nigeria (British Nigeria)";"563";"Transvaal (South African Republic)";4658,79457416542;1902;1910;7;NA
"5201-780";"5201";"Italian East Africa";"780";"Sri Lanka (Ceylon)";4659,49098753754;1936;1938;3;NA
"10-1028";"1028";"Vancouver";"10";"Greenland";4659,77369006802;1865;1865;1;NA
"511-9974";"9974";"Crozet Is.";"511";"Zanzibar";4660,55849938222;1857;1869;5;NA
"902-9810";"9810";"Caroline Is.";"902";"Western Australia";4662,00135601065;1898;1898;1;NA
"3271-7010";"7010";"Kokand";"3271";"Ancona";4662,15255306648;1838;1839;2;NA
"1029-380";"1029";"St. Pierre and Miquelon";"380";"Sweden";4663,46964009817;1833;1938;106;NA
"351-5403";"5403";"Cabinda (Portuguese Congo)";"351";"Crete";4666,62807294484;1912;1912;1;NA
"730-8221";"8221";"Johore";"730";"Korea (Chosen)";4667,07086649583;1899;1923;25;NA
"1022-120";"1022";"Nova Scotia";"120";"French Guiana";4667,32615088281;1837;1867;27;NA
"541-6982";"6982";"Kuria Muria Is.";"541";"Mozambique (Portuguese East Africa)";4667,61888789999;1857;1859;2;NA
"472-6402";"6402";"Western Anatolia";"472";"British Cameroons";4669,63697707137;1919;1922;4;NA
"4070-551";"4070";"Ascension I.";"551";"Zambia (Northern Rhodesia)";4670,51696833786;1911;1922;12;NA
"4535-511";"4535";"Dutch Posts (Gold Coast)";"511";"Zanzibar";4670,73638308136;1869;1869;1;NA
"515-6402";"6402";"Western Anatolia";"515";"Ruanda-Urundi";4671,41281116759;1918;1923;6;NA
"244-7010";"7010";"Kokand";"244";"Brunswick";4671,62015513771;1847;1867;2;NA
"6203-6800";"6800";"Socotra I.";"6203";"Tripolitania (Regency of Tripoli)";4671,96038492481;1930;1934;5;NA
"100-1022";"1022";"Nova Scotia";"100";"Colombia (New Granada) (Gran Colombia)";4672,48856219618;1837;1867;27;NA
"501-7588";"7588";"Baluchistan (Kalat)";"501";"Kenya (British East Africa Protectorate)";4672,87015825166;1923;1937;6;NA
"5813-651";"5813";"Anjouan";"651";"Egypt Arab Republic (Egypt)";4672,88042257403;1863;1903;6;NA
"220-4535";"4535";"Dutch Posts (Gold Coast)";"220";"France";4673,37377538575;1869;1869;1;NA
"3353-3386";"3386";"Svalbard Is.";"3353";"Dodecanese Is. (Aegean Is.)";4674,13996374542;1925;1938;14;NA
"245-7010";"7010";"Kokand";"245";"Bavaria";4674,15165609735;1847;1867;2;NA
"1029-6090";"6090";"Río de Oro";"1029";"St. Pierre and Miquelon";4674,62218881151;1915;1936;11;NA
"3504-437";"3504";"Samos";"437";"Ivory Coast";4675,68676990754;1881;1904;20;NA
"395-6401";"6401";"Cilicia";"395";"Iceland";4675,89451047097;1919;1921;3;NA
"5519-651";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"651";"Egypt Arab Republic (Egypt)";4676,21438340742;1910;1910;1;NA
"10210-255";"10210";"Labrador";"255";"Germany (Zollverein)";4676,50066319296;1876;1900;11;NA
"355-4344";"4344";"Grand Popo";"355";"Bulgaria";4678,56618290993;1885;1885;1;NA
"810-9810";"9810";"Caroline Is.";"810";"French Indochina";4679,54582590968;1898;1926;9;NA
"920-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"920";"New Zealand";4679,75984262301;1914;1918;5;NA
"8153-9810";"9810";"Caroline Is.";"8153";"Tonkin";4680,2235555423;1898;1898;1;NA
"6-9610";"9610";"Clipperton I.";"6";"Puerto Rico";4681,70778853713;1857;1858;2;NA
"571-6811";"6811";"West Aden Protectorate";"571";"Botswana (Bechuanaland)";4681,81770961609;1937;1938;2;NA
"300-6802";"6802";"Perim I.";"300";"Austria-Hungary (Austrian Empire)";4681,82939058459;1892;1917;26;NA
"4347-561";"4347";"Cotonou";"561";"Cape Colony (Cape of Good Hope)";4681,90505552676;1885;1892;5;NA
"338-6800";"6800";"Socotra I.";"338";"Malta";4681,95302373047;1930;1938;8;NA
"710-9820";"9820";"Mariana Is.";"710";"People's Republic of China (China)";4683,63452894;1857;1885;11;NA
"220-4782";"4782";"Oil Rivers Protectorate";"220";"France";4683,66257100199;1885;1899;15;NA
"248-7010";"7010";"Kokand";"248";"Hamburg";4686,01277436345;1833;1867;35;NA
"460-6802";"6802";"Perim I.";"460";"German Togoland";4686,06759308836;1892;1921;20;NA
"4348-561";"4348";"Porto Novo";"561";"Cape Colony (Cape of Good Hope)";4686,75489949449;1863;1866;3;NA
"3353-5011";"5011";"Kenya Protectorate";"3353";"Dodecanese Is. (Aegean Is.)";4687,65689633198;1928;1928;1;NA
"3353-501";"3353";"Dodecanese Is. (Aegean Is.)";"501";"Kenya (British East Africa Protectorate)";4688,3308693098;1915;1938;24;NA
"1029-244";"1029";"St. Pierre and Miquelon";"244";"Brunswick";4688,78786474764;1847;1867;2;NA
"8225-985";"8225";"Trengganu";"985";"Guam";4688,98364873787;1909;1910;2;NA
"1029-90";"1029";"St. Pierre and Miquelon";"90";"Guatemala";4689,5931796264;1839;1938;99;NA
"4338-66";"4338";"Goree";"66";"Martinique";4689,67386557299;1854;1859;4;NA
"110-4338";"4338";"Goree";"110";"Guyana (British Guiana)";4690,65755617333;1854;1859;4;NA
"740-9830";"9830";"Bismarck Archipelago (New Britain) (Neupommern)";"740";"Japan";4691,46588322411;1914;1918;5;NA
"781-8231";"8231";"Labuan I.";"781";"Maldive Islands";4691,50658452112;1860;1889;24;NA
"1027-1029";"1029";"St. Pierre and Miquelon";"1027";"British Columbia";4691,65429296609;1858;1870;10;NA
"5403-670";"5403";"Cabinda (Portuguese Congo)";"670";"Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)";4692,22040062735;1912;1938;24;NA
"1029-280";"1029";"St. Pierre and Miquelon";"280";"Mecklenburg Schwerin";4693,503120781;1833;1867;34;NA
"4345-561";"4345";"Ouidah";"561";"Cape Colony (Cape of Good Hope)";4694,42365632535;1886;1886;1;NA
"4344-561";"4344";"Grand Popo";"561";"Cape Colony (Cape of Good Hope)";4695,26528138954;1885;1885;1;NA
"395-6090";"6090";"Río de Oro";"395";"Iceland";4695,69648102499;1915;1936;11;NA
"4341-563";"4341";"Old Dahomey";"563";"Transvaal (South African Republic)";4695,9491802735;1885;1894;6;NA
"7588-821";"7588";"Baluchistan (Kalat)";"821";"Federated Malay States";4696,2066602383;1923;1937;6;NA
"4-9253";"9253";"Niue I.";"4";"Hawaii (Sandwich Is.)";4696,91333796829;1909;1937;6;NA
"7111-9810";"9810";"Caroline Is.";"7111";"Manchuria";4697,06899081796;1926;1926;1;NA
"329-7010";"7010";"Kokand";"329";"Two Sicilies";4698,7061602827;1833;1860;28;NA
"2248-7010";"7010";"Kokand";"2248";"Holstein";4698,8446383433;1844;1867;15;NA
"7120-911";"7120";"Kiauchau";"911";"Papua (British New Guinea)";4699,10389353879;1898;1913;16;NA
"200-7030";"7030";"Khiva";"200";"United Kingdom";4701,08571277449;1833;1874;36;NA
"368-6090";"6090";"Río de Oro";"368";"Lithuania";4701,45258993343;1928;1936;9;NA
"3353-480";"3353";"Dodecanese Is. (Aegean Is.)";"480";"French Equatorial Africa";4701,83374928191;1915;1938;24;NA
"115-4383";"4383";"Loos Is.";"115";"Surinam (Dutch Guiana)";4701,94815238779;1897;1904;8;NA
"4348-681";"4348";"Porto Novo";"681";"Aden";4702,23566667572;1863;1866;3;NA
"5518-692";"5518";"Northeastern Rhodesia";"692";"Bahrain";4702,89827048852;1906;1910;4;NA
"211-7020";"7020";"Bokhara";"211";"Belgium";4704,099680599;1833;1867;35;NA
"4535-561";"4535";"Dutch Posts (Gold Coast)";"561";"Cape Colony (Cape of Good Hope)";4704,41603953394;1869;1869;1;NA
"681-7504";"7504";"Tranquebar";"681";"Aden";4704,58108874953;1840;1840;1;NA
"2556-404";"2556";"Rhineland";"404";"Guinea-Bissau (Portuguese Guinea)";4704,61089603854;1920;1920;1;NA
"930-9462";"9462";"Malden I.";"930";"New Caledonia";4705,11668650328;1882;1913;16;NA
"10210-232";"10210";"Labrador";"232";"Andorra";4705,49595867035;1889;1900;4;NA
"1033-20";"1033";"Cayman Is.";"20";"Canada (Province of Canada)";4705,51522434676;1887;1938;29;NA
"4792-640";"4792";"Old Calabar (Efik)";"640";"Turkey (Ottoman Empire)";4706,07365458009;1884;1884;1;NA
"338-3386";"3386";"Svalbard Is.";"338";"Malta";4706,33662631715;1925;1938;14;NA
"712-8401";"8401";"Sulu Sultanate";"712";"Mongolia";4706,63991232075;1913;1915;3;NA
"9002-911";"9002";"Cocos (Keeling) Is.";"911";"Papua (British New Guinea)";4709,67287779906;1886;1938;45;NA
"8221-985";"8221";"Johore";"985";"Guam";4710,4522714178;1899;1923;25;NA
"3363-531";"3363";"Memel";"531";"Eritrea";4710,76228498761;1920;1920;1;NA
"10210-80";"10210";"Labrador";"80";"Belize (British Honduras)";4710,81052471155;1876;1900;11;NA
"452-5011";"5011";"Kenya Protectorate";"452";"Ghana (Gold Coast)";4711,4897725583;1928;1928;1;NA
"2247-7010";"7010";"Kokand";"2247";"Schleswig";4712,27374563189;1845;1867;13;NA
"930-9601";"9601";"Society Is.";"930";"New Caledonia";4715,02539358769;1883;1903;16;NA
"4338-54";"4338";"Goree";"54";"Dominica";4715,70181882411;1854;1859;4;NA
"68-9610";"9610";"Clipperton I.";"68";"Netherlands Antilles";4716,20556892499;1857;1858;2;NA
"615-6802";"6802";"Perim I.";"615";"Algeria (Regency of Algiers)";4716,26545413592;1892;1937;46;NA
"411-6401";"6401";"Cilicia";"411";"Equatorial Guinea (Spanish Guinea)";4717,21446095837;1919;1921;3;NA
"220-4792";"4792";"Old Calabar (Efik)";"220";"France";4720,13273962223;1884;1884;1;NA
"2003-4341";"4341";"Old Dahomey";"2003";"Channel Is.";4720,14167441031;1856;1894;13;NA
"5519-670";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"670";"Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)";4722,04997466918;1910;1910;1;NA
"3343-698";"3343";"Fiume";"698";"Oman (Sultanate of Muscat and Oman)";4722,12098916062;1919;1924;5;NA
"240-7010";"7010";"Kokand";"240";"Hanover";4722,41078699943;1833;1866;34;NA
"9004-980";"9004";"Norfolk I.";"980";"U. S. Pacific Trust Territories (South Seas Mandate)";4722,75040245999;1919;1932;2;NA
"3271-402";"3271";"Ancona";"402";"Cape Verde";4723,01339967092;1838;1839;2;NA
"10210-231";"10210";"Labrador";"231";"Gibraltar";4723,45941485046;1876;1900;11;NA
"8152-912";"8152";"Annam";"912";"New Guinea (German New Guinea) (Kaiser Wilhelmsland)";4725,11988100874;1892;1900;9;NA
"4784-560";"4784";"Northern Nigeria (British Nigeria)";"560";"South Africa";4725,66840222326;1910;1913;3;NA
"1025-2003";"2003";"Channel Is.";"1025";"Quebec (Lower Canada)";4725,88505412492;1836;1841;2;NA
"4347-681";"4347";"Cotonou";"681";"Aden";4726,57231688235;1885;1892;5;NA
"4781-5200";"5200";"Italian Somaliland";"4781";"Lagos";4726,99718086483;1893;1906;14;NA
"4783-5200";"5200";"Italian Somaliland";"4783";"Southern Nigeria (Niger Coast Protectorate)";4726,99718086483;1893;1913;21;NA
"1055-4338";"4338";"Goree";"1055";"Windward Is.";4727,39090584415;1854;1859;4;NA
"3343-530";"3343";"Fiume";"530";"Ethiopia (Abyssinia)";4728,05109427467;1919;1924;5;NA
"4781-521";"4781";"Lagos";"521";"Somaliland Republic (British Somaliland)";4728,33990918372;1892;1906;15;NA
"4783-521";"4783";"Southern Nigeria (Niger Coast Protectorate)";"521";"Somaliland Republic (British Somaliland)";4728,33990918372;1893;1913;21;NA
"225-4535";"4535";"Dutch Posts (Gold Coast)";"225";"Switzerland";4729,18831481731;1869;1869;1;NA
"255-7010";"7010";"Kokand";"255";"Germany (Zollverein)";4730,56208768794;1867;1867;1;NA
"930-9820";"9820";"Mariana Is.";"930";"New Caledonia";4731,43255272135;1874;1885;8;NA
"721-7693";"7693";"Sindh";"721";"Macao";4731,52938415709;1837;1840;3;NA
"581-9973";"9973";"Kerguelen Is.";"581";"Comoros";4731,8909493625;1912;1912;1;NA
"4338-65";"4338";"Goree";"65";"Guadeloupe";4732,46796159083;1854;1859;4;NA
"1028-80";"1028";"Vancouver";"80";"Belize (British Honduras)";4733,18507814036;1865;1866;2;NA
"210-4784";"4784";"Northern Nigeria (British Nigeria)";"210";"Netherlands";4733,24539487788;1902;1913;9;NA
"2903-681";"2903";"Cracow (Free City of Cracow)";"681";"Aden";4735,72915089147;1843;1843;1;NA
"720-9050";"9050";"Torres Strait Is.";"720";"Hong Kong";4737,27909366605;1867;1868;2;NA
"620-7588";"7588";"Baluchistan (Kalat)";"620";"Libya";4737,47351212989;1936;1937;2;NA
"1019-91";"1019";"Rupert's Land";"91";"Honduras";4739,01495508516;1853;1869;7;NA
"430-6401";"6401";"Cilicia";"430";"French West Africa";4741,57318187923;1919;1921;3;NA
"721-7588";"7588";"Baluchistan (Kalat)";"721";"Macao";4743,4918718866;1923;1937;6;NA
"4060-551";"4060";"Tristan da Cunha";"551";"Zambia (Northern Rhodesia)";4743,77595599214;1938;1938;1;NA
"10-3551";"3551";"Eastern Rumelia";"10";"Greenland";4744,16798444454;1882;1884;3;NA
"10210-6067";"10210";"Labrador";"6067";"Captaincy-general of north Africa";4744,2367541802;1876;1900;10;NA
"5813-751";"5813";"Anjouan";"751";"French India";4744,31702551736;1863;1903;6;NA
"380-6090";"6090";"Río de Oro";"380";"Sweden";4745,25561612727;1915;1936;11;NA
"365-6402";"6402";"Western Anatolia";"365";"Russia (USSR)";4745,65397820783;1918;1923;6;NA
"291-7588";"7588";"Baluchistan (Kalat)";"291";"Danzig (Free City of Danzig)";4745,8541340288;1923;1937;6;NA
"2003-690";"2003";"Channel Is.";"690";"Kuwait";4746,6582519963;1923;1938;15;NA
"355-7531";"7531";"Kathiawar";"355";"Bulgaria";4748,3908019311;1926;1938;13;NA
"1058-4338";"4338";"Goree";"1058";"Barbuda";4749,83168771092;1858;1859;2;NA
"1029-96";"1029";"St. Pierre and Miquelon";"96";"Panama Canal Zone";4750,22346248928;1916;1938;20;NA
"1063-4338";"4338";"Goree";"1063";"Leeward Is.";4752,00990633948;1854;1859;4;NA
"329-6982";"6982";"Kuria Muria Is.";"329";"Two Sicilies";4752,8019852624;1857;1859;2;NA
