key,common_empire,year
"255-460",1,1896
"255-460",1,1897
"255-460",1,1898
"255-460",1,1899
"255-460",1,1900
"255-460",1,1901
"255-460",1,1902
"255-460",1,1903
"255-460",1,1904
"255-460",1,1905
"255-460",1,1906
"255-460",1,1907
"255-460",1,1908
"255-460",1,1909
"255-460",1,1910
"255-460",1,1911
"255-460",1,1912
"255-460",1,1913
"255-460",1,1914
"255-460",1,1915
"255-460",1,1916
"255-470",1,1884
"255-470",1,1885
"255-470",1,1886
"255-470",1,1887
"255-470",1,1888
"255-470",1,1889
"255-470",1,1890
"255-470",1,1891
"255-470",1,1892
"255-470",1,1893
"255-470",1,1894
"255-470",1,1895
"255-470",1,1896
"255-470",1,1897
"255-470",1,1898
"255-470",1,1899
"255-470",1,1900
"255-470",1,1901
"255-470",1,1902
"255-470",1,1903
"255-470",1,1904
"255-470",1,1905
"255-470",1,1906
"255-470",1,1907
"255-470",1,1908
"255-470",1,1909
"255-470",1,1910
"255-470",1,1911
"255-470",1,1912
"255-470",1,1913
"255-470",1,1914
"255-470",1,1915
"255-470",1,1916
"255-510",1,1885
"255-510",1,1886
"255-510",1,1887
"255-510",1,1888
"255-510",1,1889
"255-510",1,1890
"255-510",1,1891
"255-510",1,1892
"255-510",1,1893
"255-510",1,1894
"255-510",1,1895
"255-510",1,1896
"255-510",1,1897
"255-510",1,1898
"255-510",1,1899
"255-510",1,1900
"255-510",1,1901
"255-510",1,1902
"255-510",1,1903
"255-510",1,1904
"255-510",1,1905
"255-510",1,1906
"255-510",1,1907
"255-510",1,1908
"255-510",1,1909
"255-510",1,1910
"255-510",1,1911
"255-510",1,1912
"255-510",1,1913
"255-510",1,1914
"255-510",1,1915
"255-510",1,1916
"255-510",1,1917
"255-510",1,1918
"255-510",1,1919
"255-512",1,1885
"255-512",1,1886
"255-512",1,1887
"255-512",1,1888
"255-512",1,1889
"255-512",1,1890
"255-512",1,1891
"255-565",1,1885
"255-565",1,1886
"255-565",1,1887
"255-565",1,1888
"255-565",1,1889
"255-565",1,1890
"255-565",1,1891
"255-565",1,1892
"255-565",1,1893
"255-565",1,1894
"255-565",1,1895
"255-565",1,1896
"255-565",1,1897
"255-565",1,1898
"255-565",1,1899
"255-565",1,1900
"255-565",1,1901
"255-565",1,1902
"255-565",1,1903
"255-565",1,1904
"255-565",1,1905
"255-565",1,1906
"255-565",1,1907
"255-565",1,1908
"255-565",1,1909
"255-565",1,1910
"255-565",1,1911
"255-565",1,1912
"255-565",1,1913
"255-565",1,1914
"255-565",1,1915
"255-912",1,1883
"255-912",1,1884
"255-912",1,1885
"255-912",1,1886
"255-912",1,1887
"255-912",1,1888
"255-912",1,1889
"255-912",1,1890
"255-912",1,1891
"255-912",1,1892
"255-912",1,1893
"255-912",1,1894
"255-912",1,1895
"255-912",1,1896
"255-912",1,1897
"255-912",1,1898
"255-912",1,1899
"255-912",1,1900
"255-912",1,1901
"255-912",1,1902
"255-912",1,1903
"255-912",1,1904
"255-912",1,1905
"255-912",1,1906
"255-912",1,1907
"255-912",1,1908
"255-912",1,1909
"255-912",1,1910
"255-912",1,1911
"255-912",1,1912
"255-912",1,1913
"255-912",1,1914
"255-9401",1,1885
"255-970",1,1888
"255-970",1,1889
"255-970",1,1890
"255-970",1,1891
"255-970",1,1892
"255-970",1,1893
"255-970",1,1894
"255-970",1,1895
"255-970",1,1896
"255-970",1,1897
"255-970",1,1898
"255-970",1,1899
"255-970",1,1900
"255-970",1,1901
"255-970",1,1902
"255-970",1,1903
"255-970",1,1904
"255-970",1,1905
"255-970",1,1906
"255-970",1,1907
"255-970",1,1908
"255-970",1,1909
"255-970",1,1910
"255-970",1,1911
"255-970",1,1912
"255-970",1,1913
"255-970",1,1914
"255-983",1,1885
"255-983",1,1886
"255-983",1,1887
"255-983",1,1888
"255-983",1,1889
"255-983",1,1890
"255-983",1,1891
"255-983",1,1892
"255-983",1,1893
"255-983",1,1894
"255-983",1,1895
"255-983",1,1896
"255-983",1,1897
"255-983",1,1898
"255-983",1,1899
"255-983",1,1900
"255-983",1,1901
"255-983",1,1902
"255-983",1,1903
"255-983",1,1904
"255-983",1,1905
"255-983",1,1906
"255-983",1,1907
"255-983",1,1908
"255-983",1,1909
"255-983",1,1910
"255-983",1,1911
"255-983",1,1912
"255-983",1,1913
"255-983",1,1914
"255-990",1,1900
"255-990",1,1901
"255-990",1,1902
"255-990",1,1903
"255-990",1,1904
"255-990",1,1905
"255-990",1,1906
"255-990",1,1907
"255-990",1,1908
"255-990",1,1909
"255-990",1,1910
"255-990",1,1911
"255-990",1,1912
"255-990",1,1913
"255-990",1,1914
"255-9900",1,1889
"255-9900",1,1890
"255-9900",1,1891
"255-9900",1,1892
"255-9900",1,1893
"255-9900",1,1894
"255-9900",1,1895
"255-9900",1,1896
"255-9900",1,1897
"255-9900",1,1898
"255-9900",1,1899
"255-9900",1,1900
"2901-365",1,1830
"2901-365",1,1831
"2901-365",1,1832
"2901-365",1,1833
"2901-365",1,1834
"2901-365",1,1835
"2901-365",1,1836
"2901-365",1,1837
"2901-365",1,1838
"2901-365",1,1839
"2901-365",1,1840
"2901-365",1,1841
"2901-365",1,1842
"2901-365",1,1843
"2901-365",1,1844
"2901-365",1,1845
"2901-365",1,1846
"2901-365",1,1847
"2901-365",1,1848
"2901-365",1,1849
"2901-365",1,1850
"2901-365",1,1851
"2901-365",1,1852
"2901-365",1,1853
"2901-365",1,1854
"2901-365",1,1855
"2901-365",1,1856
"2901-365",1,1857
"2901-365",1,1858
"2901-365",1,1859
"2901-365",1,1860
"2901-365",1,1861
"2901-365",1,1862
"2901-365",1,1863
"2903-300",1,1816
"2903-300",1,1817
"2903-300",1,1818
"2903-300",1,1819
"2903-300",1,1820
"2903-300",1,1821
"2903-300",1,1822
"2903-300",1,1823
"2903-300",1,1824
"2903-300",1,1825
"2903-300",1,1826
"2903-300",1,1827
"2903-300",1,1828
"2903-300",1,1829
"2903-300",1,1830
"2903-300",1,1831
"2903-300",1,1832
"2903-300",1,1833
"2903-300",1,1834
"2903-300",1,1835
"2903-300",1,1836
"2903-300",1,1837
"2903-300",1,1838
"2903-300",1,1839
"2903-300",1,1840
"2903-300",1,1841
"2903-300",1,1842
"2903-300",1,1843
"2903-300",1,1844
"2903-300",1,1845
"2903-300",1,1846
"2903-365",1,1816
"2903-365",1,1817
"2903-365",1,1818
"2903-365",1,1819
"2903-365",1,1820
"2903-365",1,1821
"2903-365",1,1822
"2903-365",1,1823
"2903-365",1,1824
"2903-365",1,1825
"2903-365",1,1826
"2903-365",1,1827
"2903-365",1,1828
"2903-365",1,1829
"2903-365",1,1830
"2903-365",1,1831
"2903-365",1,1832
"2903-365",1,1833
"2903-365",1,1834
"2903-365",1,1835
"2903-365",1,1836
"2903-365",1,1837
"2903-365",1,1838
"2903-365",1,1839
"2903-365",1,1840
"2903-365",1,1841
"2903-365",1,1842
"2903-365",1,1843
"2903-365",1,1844
"2903-365",1,1845
"2903-365",1,1846
"3-365",1,1816
"3-365",1,1817
"3-365",1,1818
"3-365",1,1819
"3-365",1,1820
"3-365",1,1821
"3-365",1,1822
"3-365",1,1823
"3-365",1,1824
"3-365",1,1825
"3-365",1,1826
"3-365",1,1827
"3-365",1,1828
"3-365",1,1829
"3-365",1,1830
"3-365",1,1831
"3-365",1,1832
"3-365",1,1833
"3-365",1,1834
"3-365",1,1835
"3-365",1,1836
"3-365",1,1837
"3-365",1,1838
"3-365",1,1839
"3-365",1,1840
"3-365",1,1841
"3-365",1,1842
"3-365",1,1843
"3-365",1,1844
"3-365",1,1845
"3-365",1,1846
"3-365",1,1847
"3-365",1,1848
"3-365",1,1849
"3-365",1,1850
"3-365",1,1851
"3-365",1,1852
"3-365",1,1853
"3-365",1,1854
"3-365",1,1855
"3-365",1,1856
"3-365",1,1857
"3-365",1,1858
"3-365",1,1859
"3-365",1,1860
"3-365",1,1861
"3-365",1,1862
"3-365",1,1863
"3-365",1,1864
"3-365",1,1865
"3-365",1,1866
"3-365",1,1867
"325-3353",1,1923
"325-3353",1,1924
"325-3353",1,1925
"325-3353",1,1926
"325-3353",1,1927
"325-3353",1,1928
"325-3353",1,1929
"325-3353",1,1930
"325-3353",1,1931
"325-3353",1,1932
"325-3353",1,1933
"325-3353",1,1934
"325-3353",1,1935
"325-3353",1,1936
"325-3353",1,1937
"325-3353",1,1938
"325-3353",1,1939
"325-3353",1,1940
"325-3353",1,1941
"325-3353",1,1942
"325-3353",1,1943
"325-5200",1,1889
"325-5200",1,1893
"325-5200",1,1894
"325-5200",1,1895
"325-5200",1,1898
"325-5200",1,1901
"325-5200",1,1902
"325-5200",1,1904
"325-5200",1,1906
"325-5200",1,1907
"325-5200",1,1908
"325-5200",1,1912
"325-5200",1,1913
"325-5200",1,1915
"325-5200",1,1916
"325-5200",1,1919
"325-5200",1,1921
"325-5200",1,1922
"325-5200",1,1924
"325-5200",1,1925
"325-5200",1,1926
"325-5200",1,1927
"325-5200",1,1928
"325-5200",1,1929
"325-5200",1,1930
"325-5200",1,1931
"325-5200",1,1932
"325-5200",1,1933
"325-5200",1,1934
"325-5200",1,1935
"325-5200",1,1936
"325-5200",1,1937
"325-5200",1,1938
"325-5200",1,1939
"325-5200",1,1941
"325-5200",1,1943
"325-5200",1,1945
"325-5200",1,1946
"325-5200",1,1947
"325-5200",1,1948
"325-5200",1,1949
"325-5200",1,1953
"325-5201",1,1936
"325-5201",1,1937
"325-5201",1,1938
"325-5201",1,1939
"325-5201",1,1940
"325-5201",1,1941
"325-5202",1,1925
"325-5202",1,1926
"325-5204",1,1889
"325-5204",1,1890
"325-5204",1,1891
"325-5204",1,1892
"325-5204",1,1893
"325-5204",1,1894
"325-5204",1,1895
"325-5204",1,1896
"325-5204",1,1897
"325-5204",1,1898
"325-5204",1,1899
"325-5204",1,1900
"325-5204",1,1901
"325-5204",1,1902
"325-5204",1,1903
"325-5204",1,1904
"325-5204",1,1905
"325-5206",1,1889
"325-5206",1,1890
"325-5206",1,1891
"325-5206",1,1892
"325-5206",1,1893
"325-5206",1,1894
"325-5206",1,1895
"325-5206",1,1896
"325-5206",1,1897
"325-5206",1,1898
"325-5206",1,1899
"325-5206",1,1900
"325-5206",1,1901
"325-5206",1,1902
"325-5206",1,1903
"325-5206",1,1904
"325-5206",1,1905
"325-531",1,1882
"325-531",1,1883
"325-531",1,1884
"325-531",1,1885
"325-531",1,1886
"325-531",1,1887
"325-531",1,1888
"325-531",1,1889
"325-531",1,1890
"325-531",1,1891
"325-531",1,1892
"325-531",1,1893
"325-531",1,1894
"325-531",1,1895
"325-531",1,1896
"325-531",1,1897
"325-531",1,1898
"325-531",1,1899
"325-531",1,1900
"325-531",1,1901
"325-531",1,1902
"325-531",1,1903
"325-531",1,1904
"325-531",1,1905
"325-531",1,1906
"325-531",1,1907
"325-531",1,1908
"325-531",1,1909
"325-531",1,1910
"325-531",1,1911
"325-531",1,1912
"325-531",1,1913
"325-531",1,1914
"325-531",1,1915
"325-531",1,1916
"325-531",1,1917
"325-531",1,1918
"325-531",1,1919
"325-531",1,1920
"325-531",1,1921
"325-531",1,1922
"325-531",1,1923
"325-531",1,1924
"325-531",1,1925
"325-531",1,1926
"325-531",1,1927
"325-531",1,1928
"325-531",1,1929
"325-531",1,1930
"325-531",1,1931
"325-531",1,1932
"325-531",1,1933
"325-531",1,1934
"325-531",1,1935
"325-531",1,1936
"325-620",1,1934
"325-620",1,1935
"325-620",1,1936
"325-620",1,1937
"325-620",1,1938
"325-620",1,1939
"325-620",1,1940
"325-620",1,1941
"325-620",1,1942
"325-620",1,1943
"325-6202",1,1912
"325-6202",1,1914
"325-6202",1,1915
"325-6202",1,1920
"325-6202",1,1922
"325-6202",1,1923
"325-6202",1,1924
"325-6202",1,1925
"325-6202",1,1926
"325-6202",1,1927
"325-6202",1,1928
"325-6202",1,1930
"325-6202",1,1932
"325-6202",1,1933
"325-6202",1,1934
"325-6202",1,1935
"325-6202",1,1936
"325-6202",1,1938
"325-6202",1,1941
"325-6202",1,1942
"325-6203",1,1912
"325-6203",1,1916
"325-6203",1,1917
"325-6203",1,1919
"325-6203",1,1920
"325-6203",1,1924
"325-6203",1,1925
"325-6203",1,1926
"325-6203",1,1927
"325-6203",1,1928
"325-6203",1,1929
"325-6203",1,1932
"325-6203",1,1933
"325-6203",1,1934
"325-6203",1,1935
"325-6203",1,1936
"325-6203",1,1937
"325-6203",1,1941
"325-6203",1,1942
"325-6204",1,1911
"325-6204",1,1912
"325-6204",1,1913
"325-6204",1,1914
"325-6204",1,1915
"325-6204",1,1916
"325-6204",1,1917
"325-6204",1,1918
"325-6204",1,1919
"325-6204",1,1920
"325-6204",1,1921
"325-6204",1,1922
"325-6204",1,1923
"325-6204",1,1924
"325-6204",1,1925
"325-6204",1,1926
"325-6204",1,1927
"325-6204",1,1928
"325-6204",1,1929
"325-6204",1,1930
"325-6204",1,1931
"325-6204",1,1932
"325-6204",1,1933
"325-6204",1,1934
"3361-640",1,1816
"3361-640",1,1817
"3361-640",1,1818
"3361-640",1,1820
"3361-640",1,1822
"3361-640",1,1823
"3361-640",1,1824
"3361-640",1,1825
"3361-640",1,1826
"3361-640",1,1827
"3361-640",1,1828
"3361-640",1,1829
"3361-640",1,1830
"3361-640",1,1831
"3361-640",1,1832
"3361-640",1,1833
"3361-640",1,1835
"3361-640",1,1836
"3361-640",1,1837
"3361-640",1,1838
"3361-640",1,1839
"3361-640",1,1840
"3361-640",1,1841
"3361-640",1,1842
"3361-640",1,1843
"3361-640",1,1844
"3361-640",1,1845
"3361-640",1,1846
"3361-640",1,1847
"3361-640",1,1848
"3361-640",1,1849
"3361-640",1,1850
"3361-640",1,1851
"3361-640",1,1852
"3361-640",1,1853
"3361-640",1,1854
"3361-640",1,1856
"3361-640",1,1857
"3361-640",1,1858
"3361-640",1,1859
"3361-640",1,1860
"3361-640",1,1861
"3361-640",1,1874
"3361-640",1,1895
"3362-640",1,1816
"3362-640",1,1817
"3362-640",1,1818
"3362-640",1,1819
"3362-640",1,1820
"3362-640",1,1821
"3362-640",1,1822
"3362-640",1,1823
"3362-640",1,1824
"3362-640",1,1825
"3362-640",1,1826
"3362-640",1,1827
"3362-640",1,1828
"3362-640",1,1829
"3362-640",1,1830
"3362-640",1,1831
"3362-640",1,1832
"3362-640",1,1833
"3362-640",1,1834
"3362-640",1,1835
"3362-640",1,1836
"3362-640",1,1837
"3362-640",1,1838
"3362-640",1,1839
"3362-640",1,1840
"3362-640",1,1841
"3362-640",1,1842
"3362-640",1,1843
"3362-640",1,1844
"3362-640",1,1845
"3362-640",1,1846
"3362-640",1,1849
"3362-640",1,1850
"3362-640",1,1851
"3362-640",1,1852
"3362-640",1,1854
"3362-640",1,1855
"3362-640",1,1856
"3362-640",1,1858
"3362-640",1,1859
"3362-640",1,1860
"3362-640",1,1887
"3362-640",1,1888
"3362-640",1,1893
"3362-640",1,1897
"3376-373",1,1991
"3376-373",1,1992
"3376-373",1,1993
"3376-373",1,1994
"3376-373",1,1995
"3376-373",1,1996
"3376-373",1,1997
"3376-373",1,1998
"3376-373",1,1999
"3376-373",1,2000
"3376-373",1,2001
"3376-373",1,2002
"3376-373",1,2003
"3376-373",1,2004
"3376-373",1,2005
"3376-373",1,2006
"3376-373",1,2007
"3376-373",1,2008
"3376-373",1,2009
"3376-373",1,2010
"3376-373",1,2011
"3376-373",1,2012
"3376-373",1,2013
"3376-373",1,2014
"3376-373",1,2015
"3376-373",1,2016
"3376-373",1,2017
"3376-373",1,2018
"3376-373",1,2019
"3376-373",1,2020
"3376-373",1,2021
"3376-373",1,2022
"3379-375",1,1921
"3379-375",1,1922
"3379-375",1,1923
"3379-375",1,1924
"3379-375",1,1925
"3379-375",1,1926
"3379-375",1,1927
"3379-375",1,1928
"3379-375",1,1929
"3379-375",1,1930
"3379-375",1,1931
"3379-375",1,1932
"3379-375",1,1933
"3379-375",1,1934
"3379-375",1,1935
"3379-375",1,1936
"3379-375",1,1937
"3379-375",1,1938
"3379-375",1,1939
"3379-375",1,1940
"3379-375",1,1941
"3379-375",1,1942
"3379-375",1,1943
"3379-375",1,1944
"3379-375",1,1945
"3379-375",1,1946
"3379-375",1,1947
"3379-375",1,1948
"3379-375",1,1949
"3379-375",1,1950
"3379-375",1,1951
"3379-375",1,1952
"3379-375",1,1953
"3379-375",1,1954
"3379-375",1,1955
"3379-375",1,1956
"3379-375",1,1957
"3379-375",1,1958
"3379-375",1,1959
"3379-375",1,1960
"3379-375",1,1961
"3379-375",1,1962
"3379-375",1,1963
"3379-375",1,1964
"3379-375",1,1965
"3379-375",1,1966
"3379-375",1,1967
"3379-375",1,1968
"3379-375",1,1969
"3379-375",1,1970
"3379-375",1,1971
"3379-375",1,1972
"3379-375",1,1973
"3379-375",1,1974
"3379-375",1,1975
"3379-375",1,1976
"3379-375",1,1977
"3379-375",1,1978
"3379-375",1,1979
"3379-375",1,1980
"3379-375",1,1981
"3379-375",1,1982
"3379-375",1,1983
"3379-375",1,1984
"3379-375",1,1985
"3379-375",1,1986
"3379-375",1,1987
"3379-375",1,1988
"3379-375",1,1989
"3379-375",1,1990
"3379-375",1,1991
"3379-375",1,1992
"3379-375",1,1993
"3379-375",1,1994
"3379-375",1,1995
"3379-375",1,1996
"3379-375",1,1997
"3379-375",1,1998
"3379-375",1,1999
"3379-375",1,2000
"3379-375",1,2001
"3379-375",1,2002
"3379-375",1,2003
"3379-375",1,2004
"3379-375",1,2005
"3379-375",1,2006
"3379-375",1,2007
"3379-375",1,2008
"3379-375",1,2009
"3379-375",1,2010
"3379-375",1,2011
"3379-375",1,2012
"3379-375",1,2013
"3379-375",1,2014
"3379-375",1,2015
"3379-375",1,2016
"3379-375",1,2017
"3379-375",1,2018
"3379-375",1,2019
"3379-375",1,2020
"3379-375",1,2021
"3379-375",1,2022
"3386-385",1,1925
"3386-385",1,1926
"3386-385",1,1927
"3386-385",1,1928
"3386-385",1,1929
"3386-385",1,1930
"3386-385",1,1931
"3386-385",1,1932
"3386-385",1,1933
"3386-385",1,1934
"3386-385",1,1935
"3386-385",1,1936
"3386-385",1,1937
"3386-385",1,1938
"3386-385",1,1939
"3386-385",1,1940
"3386-385",1,1941
"3386-385",1,1942
"3386-385",1,1943
"3386-385",1,1944
"3386-385",1,1945
"3386-385",1,1946
"3386-385",1,1947
"3386-385",1,1948
"3386-385",1,1949
"3386-385",1,1950
"3386-385",1,1951
"3386-385",1,1952
"3386-385",1,1953
"3386-385",1,1954
"3386-385",1,1955
"3386-385",1,1956
"3386-385",1,1957
"3386-385",1,1958
"3386-385",1,1959
"3386-385",1,1960
"3386-385",1,1961
"3386-385",1,1962
"3386-385",1,1963
"3386-385",1,1964
"3386-385",1,1965
"3386-385",1,1966
"3386-385",1,1967
"3386-385",1,1968
"3386-385",1,1969
"3386-385",1,1970
"3386-385",1,1971
"3386-385",1,1972
"3386-385",1,1973
"3386-385",1,1974
"3386-385",1,1975
"3386-385",1,1976
"3386-385",1,1977
"3386-385",1,1978
"3386-385",1,1979
"3386-385",1,1980
"3386-385",1,1981
"3386-385",1,1982
"3386-385",1,1983
"3386-385",1,1984
"3386-385",1,1985
"3386-385",1,1986
"3386-385",1,1987
"3386-385",1,1988
"3386-385",1,1989
"3386-385",1,1990
"3386-385",1,1991
"3386-385",1,1992
"3386-385",1,1993
"3386-385",1,1994
"3386-385",1,1995
"3386-385",1,1996
"3386-385",1,1997
"3386-385",1,1998
"3386-385",1,1999
"3386-385",1,2000
"3386-385",1,2001
"3386-385",1,2002
"3386-385",1,2003
"3386-385",1,2004
"3386-385",1,2005
"3386-385",1,2006
"3386-385",1,2007
"3386-385",1,2008
"3386-385",1,2009
"3386-385",1,2010
"3386-385",1,2011
"3386-385",1,2012
"3386-385",1,2013
"3386-385",1,2014
"3386-385",1,2015
"3386-385",1,2016
"3386-385",1,2017
"3386-385",1,2018
"3386-385",1,2019
"3386-385",1,2020
"3386-385",1,2021
"3386-385",1,2022
"3387-385",1,1921
"3387-385",1,1922
"3387-385",1,1923
"3387-385",1,1924
"3387-385",1,1925
"3387-385",1,1926
"3387-385",1,1927
"3387-385",1,1928
"3387-385",1,1929
"3387-385",1,1930
"3387-385",1,1931
"3387-385",1,1932
"3387-385",1,1933
"3387-385",1,1934
"3387-385",1,1935
"3387-385",1,1936
"3387-385",1,1937
"3387-385",1,1938
"3387-385",1,1939
"3387-385",1,1940
"3387-385",1,1941
"3387-385",1,1942
"3387-385",1,1943
"3387-385",1,1944
"3387-385",1,1945
"3387-385",1,1946
"3387-385",1,1947
"3387-385",1,1948
"3387-385",1,1949
"3387-385",1,1950
"3387-385",1,1951
"3387-385",1,1952
"3387-385",1,1953
"3387-385",1,1954
"3387-385",1,1955
"3387-385",1,1956
"3387-385",1,1957
"3387-385",1,1958
"3387-385",1,1959
"3387-385",1,1960
"3387-385",1,1961
"3387-385",1,1962
"3387-385",1,1963
"3387-385",1,1964
"3387-385",1,1965
"3387-385",1,1966
"3387-385",1,1967
"3387-385",1,1968
"3387-385",1,1969
"3387-385",1,1970
"3387-385",1,1971
"3387-385",1,1972
"3387-385",1,1973
"3387-385",1,1974
"3387-385",1,1975
"3387-385",1,1976
"3387-385",1,1977
"3387-385",1,1978
"3387-385",1,1979
"3387-385",1,1980
"3387-385",1,1981
"3387-385",1,1982
"3387-385",1,1983
"3387-385",1,1984
"3387-385",1,1985
"3387-385",1,1986
"3387-385",1,1987
"3387-385",1,1988
"3387-385",1,1989
"3387-385",1,1990
"3387-385",1,1991
"3387-385",1,1992
"3387-385",1,1993
"3387-385",1,1994
"3387-385",1,1995
"3387-385",1,1996
"3387-385",1,1997
"3387-385",1,1998
"3387-385",1,1999
"3387-385",1,2000
"3387-385",1,2001
"3387-385",1,2002
"3387-385",1,2003
"3387-385",1,2004
"3387-385",1,2005
"3387-385",1,2006
"3387-385",1,2007
"3387-385",1,2008
"3387-385",1,2009
"3387-385",1,2010
"3387-385",1,2011
"3387-385",1,2012
"3387-385",1,2013
"3387-385",1,2014
"3387-385",1,2015
"3387-385",1,2016
"3387-385",1,2017
"3387-385",1,2018
"3387-385",1,2019
"3387-385",1,2020
"3387-385",1,2021
"3387-385",1,2022
"341-640",1,1816
"341-640",1,1817
"341-640",1,1818
"341-640",1,1819
"341-640",1,1820
"341-640",1,1821
"341-640",1,1822
"341-640",1,1823
"341-640",1,1824
"341-640",1,1825
"341-640",1,1826
"341-640",1,1827
"341-640",1,1828
"341-640",1,1829
"341-640",1,1830
"341-640",1,1831
"341-640",1,1832
"341-640",1,1833
"341-640",1,1834
"341-640",1,1835
"341-640",1,1836
"341-640",1,1837
"341-640",1,1838
"341-640",1,1839
"341-640",1,1840
"341-640",1,1841
"341-640",1,1842
"341-640",1,1843
"341-640",1,1844
"341-640",1,1845
"341-640",1,1846
"341-640",1,1847
"341-640",1,1848
"341-640",1,1849
"341-640",1,1850
"341-640",1,1851
"341-640",1,1852
"341-640",1,1853
"341-640",1,1854
"341-640",1,1855
"341-640",1,1856
"341-640",1,1857
"341-640",1,1858
"341-640",1,1859
"341-640",1,1860
"341-640",1,1861
"341-640",1,1862
"341-640",1,1863
"341-640",1,1864
"341-640",1,1865
"341-640",1,1866
"341-640",1,1867
"341-640",1,1868
"341-640",1,1869
"341-640",1,1870
"341-640",1,1871
"341-640",1,1872
"341-640",1,1873
"341-640",1,1874
"341-640",1,1875
"341-640",1,1876
"341-640",1,1877
"341-640",1,1878
"342-640",1,1816
"342-640",1,1817
"342-640",1,1818
"342-640",1,1819
"342-640",1,1820
"342-640",1,1821
"342-640",1,1822
"342-640",1,1823
"342-640",1,1824
"342-640",1,1825
"342-640",1,1826
"342-640",1,1827
"342-640",1,1828
"342-640",1,1829
"342-640",1,1830
"342-640",1,1831
"342-640",1,1832
"342-640",1,1833
"342-640",1,1834
"342-640",1,1835
"342-640",1,1836
"342-640",1,1837
"342-640",1,1838
"342-640",1,1839
"342-640",1,1840
"342-640",1,1841
"342-640",1,1842
"342-640",1,1843
"342-640",1,1844
"342-640",1,1845
"342-640",1,1846
"342-640",1,1847
"342-640",1,1848
"342-640",1,1849
"342-640",1,1850
"342-640",1,1851
"342-640",1,1852
"342-640",1,1853
"342-640",1,1854
"342-640",1,1855
"342-640",1,1856
"342-640",1,1857
"342-640",1,1858
"342-640",1,1859
"342-640",1,1860
"342-640",1,1861
"342-640",1,1862
"342-640",1,1863
"342-640",1,1864
"342-640",1,1865
"342-640",1,1866
"342-640",1,1867
"342-640",1,1868
"342-640",1,1869
"342-640",1,1870
"342-640",1,1871
"342-640",1,1872
"342-640",1,1873
"342-640",1,1874
"342-640",1,1875
"342-640",1,1876
"342-640",1,1877
"342-640",1,1878
"350-3502",1,1913
"350-3502",1,1914
"350-3502",1,1915
"350-3502",1,1916
"350-3502",1,1917
"350-3502",1,1918
"350-3502",1,1919
"350-3502",1,1920
"350-3502",1,1921
"350-3502",1,1922
"350-3502",1,1923
"350-3502",1,1924
"350-3502",1,1925
"350-3502",1,1926
"350-3502",1,1927
"350-3502",1,1928
"350-3502",1,1929
"350-3502",1,1930
"350-3502",1,1931
"350-3502",1,1932
"350-3502",1,1933
"350-3502",1,1934
"350-3502",1,1935
"350-3502",1,1936
"350-3502",1,1937
"350-3502",1,1938
"350-3502",1,1939
"350-3502",1,1940
"350-3502",1,1941
"350-3502",1,1942
"350-3502",1,1943
"350-3502",1,1944
"350-3502",1,1945
"350-3502",1,1946
"350-3502",1,1947
"350-3502",1,1948
"350-3502",1,1949
"350-3502",1,1950
"350-3502",1,1951
"350-3502",1,1952
"350-3502",1,1953
"350-3502",1,1954
"350-3502",1,1955
"350-3502",1,1956
