id,year,nbGPHAutonomousCited,nbReportingFT,nbReportingBilateral,nbReportingByAggregation,nbReportingBySplit,worldBilateral,worldFT,inFTNotInBilateral,inBilateralNotInFT,reportedNetworkDensity,generatedNetworkDensity,discarded_flows,discarded_value,failed_flows,failed_value,generated_by_aggregation_flows,generated_by_aggregation_value,generated_by_years_ratio_flows,generated_by_years_ratio_value,good_as_reported_flows,good_as_reported_value
,1915,193,121,90,1,0,6026587059.206502,6481991682.052478,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika),Turkey (Ottoman Empire)|Oman (Sultanate of Muscat and Oman)|Aden|Straits Settlements|Fiji|Gibraltar|Hong Kong|Alaska|Belgium|Hawaii (Sandwich Is.)|Philippines|Puerto Rico|Romania|Kingdom of Serbia|Malta|Kwangtung Territory|Zambia (Northern Rhodesia)|Guam|Uganda|German East Africa|Federated Malay States|Johore|Maldive Islands|Malden I.|Tonga (Haʻapai)|Samoa (Western Samoa) (German Samoa)|Wallis and Futuna Is.|Perim I.|St. Helena|Ascension I.|Faeroe Is.|Greenland|Luxemburg|French West Africa|Tripolitania (Regency of Tripoli)|Albania|Cayman Is.|Macao|Windward Is.|Kedah|Kelantan|Trengganu|Cochin China|Manjung (Dindings)|Cabinda (Portuguese Congo)|Kenya (British East Africa Protectorate)|Montenegro|East Timor (Portuguese Timor)|Río de Oro|Andorra|Gilbert and Ellice Is.|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Monaco|Bismarck Archipelago (New Britain) (Neupommern)|Caroline Is.|Marshall Is.|New Caledonia|Vanuatu (New Hebrides)|Nauru|American Samoa|Cocos (Keeling) Is.|Mafia I.|Bahrain|Dodecanese Is. (Aegean Is.)|Channel Is.|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Weihaiwei|Spanish Morocco|Mongolia|German Togoland|Sulu Sultanate|Hyderabad|Annam|Cambodia (Kampuchea)|Laos|Tonkin|United Arab Emirates (Trucial Oman)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Equatorial Guinea (Spanish Guinea),0.017938274133236246,0.03469478952542676,1140,936558018.7337632,600,225996531.96306968,259,489092132.977797,65,8429171.779302886,3929,5529065754.449403
,1916,192,121,90,1,0,7946332201.903349,8832161541.19685,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Turkey (Ottoman Empire)|Oman (Sultanate of Muscat and Oman)|Gibraltar|Windward Is.|Uganda|Belgium|Ruanda-Urundi|Straits Settlements|Federated Malay States|Johore|Hong Kong|Maldive Islands|Fiji|Tonga (Haʻapai)|Philippines|Samoa (Western Samoa) (German Samoa)|Guam|Wallis and Futuna Is.|Hawaii (Sandwich Is.)|Aden|Perim I.|St. Helena|Ascension I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Faeroe Is.|Malta|Romania|Kingdom of Serbia|Albania|Montenegro|Alaska|Puerto Rico|Río de Oro|Andorra|Kedah|Kelantan|Trengganu|Cochin China|Manjung (Dindings)|Dodecanese Is. (Aegean Is.)|East Timor (Portuguese Timor)|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|German Togoland|Gilbert and Ellice Is.|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|French West Africa|Greenland|Bismarck Archipelago (New Britain) (Neupommern)|New Caledonia|Vanuatu (New Hebrides)|Nauru|American Samoa|Tripolitania (Regency of Tripoli)|Cocos (Keeling) Is.|Marshall Is.|German East Africa|Macao|Bahrain|Kwangtung Territory|Channel Is.|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Weihaiwei|Cabinda (Portuguese Congo)|Spanish Morocco|Mafia I.|Panama Canal Zone|Cayman Is.|Navassa I.|Hyderabad|Annam|Cambodia (Kampuchea)|Laos|Tonkin|Luxemburg|United Arab Emirates (Trucial Oman)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Equatorial Guinea (Spanish Guinea),0.016568455460093265,0.032496201626597554,1090,1188508529.6953793,588,274177371.72931755,255,622690214.4908298,78,21816159.2214632,3644,7301825828.191057
,1917,199,121,90,1,0,8801520525.17145,9975896576.753363,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines|Tanzania (Tanganyika),Turkey (Ottoman Empire)|Oman (Sultanate of Muscat and Oman)|Puerto Rico|Finland|Belgium|Windward Is.|Spanish Morocco|Kwangtung Territory|Hong Kong|Philippines|Hawaii (Sandwich Is.)|Straits Settlements|Federated Malay States|Johore|Fiji|Tonga (Haʻapai)|Samoa (Western Samoa) (German Samoa)|Guam|Wallis and Futuna Is.|German East Africa|Aden|Perim I.|St. Helena|Ascension I.|German Togoland|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Kwanchowan|Gibraltar|Malta|Faeroe Is.|Romania|French West Africa|Cabinda (Portuguese Congo)|Uganda|Ruanda-Urundi|Alaska|Kedah|Kelantan|Trengganu|Cochin China|Manjung (Dindings)|Albania|Montenegro|Dodecanese Is. (Aegean Is.)|Vladivostok|East Timor (Portuguese Timor)|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|Maldive Islands|Iraq (Mesopotamia)|Macquarie I.|Gilbert and Ellice Is.|Norfolk I.|Pitcairn Is.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|Greenland|Bismarck Archipelago (New Britain) (Neupommern)|Marshall Is.|New Caledonia|Vanuatu (New Hebrides)|Nauru|American Samoa|Kingdom of Serbia|Tripolitania (Regency of Tripoli)|Cocos (Keeling) Is.|Caroline Is.|Macao|Bahrain|Cayman Is.|Navassa I.|Mafia I.|Channel Is.|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Weihaiwei|Panama Canal Zone|Río de Oro|Andorra|Perlis|Hyderabad|Annam|Cambodia (Kampuchea)|Laos|Tonkin|Luxemburg|United Arab Emirates (Trucial Oman)|Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah)|Equatorial Guinea (Spanish Guinea)|Congress Poland,0.015976189405184953,0.03151052705948849,981,745251432.9034805,583,366208453.83655214,260,485267568.5978348,82,29363286.181797843,3532,8286889670.391814
,1918,203,123,102,1,0,9068107034.65499,10162493132.926373,Austria-Hungary (Austrian Empire)|British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,"Turkey (Ottoman Empire)|Oman (Sultanate of Muscat and Oman)|Ruanda-Urundi|French West Africa|Uganda|Belgium|Cabinda (Portuguese Congo)|Hong Kong|Cayman Is.|Serrana Bank|Federated Malay States|Straits Settlements|Johore|Fiji|Tonga (Haʻapai)|Philippines|Samoa (Western Samoa) (German Samoa)|Guam|Wallis and Futuna Is.|Hawaii (Sandwich Is.)|German East Africa|Aden|Perim I.|St. Helena|Ascension I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Gibraltar|Finland|Romania|Hungary|Austria|German Togoland|Malta|Alaska|Puerto Rico|New Caledonia|Palestine|Estonia|Ukraine|Poland|Maldive Islands|Cochin China|Zambia (Northern Rhodesia)|Panama Canal Zone|Albania|Dodecanese Is. (Aegean Is.)|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)|Kenya (British East Africa Protectorate)|Vladivostok|East Timor (Portuguese Timor)|Spanish Morocco|Cocos (Keeling) Is.|Gilbert and Ellice Is.|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|Western Anatolia|Greenland|Bismarck Archipelago (New Britain) (Neupommern)|Marshall Is.|Vanuatu (New Hebrides)|Nauru|American Samoa|Tripolitania (Regency of Tripoli)|Caroline Is.|Kwanchowan|Macao|Kwangtung Territory|Bahrain|Mafia I.|Channel Is.|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Weihaiwei|Río de Oro|Andorra|Faeroe Is.|Windward Is.|Iraq (Mesopotamia)|Syria|Kedah|Kelantan|Perlis|Trengganu|Monaco|Latvia|Lithuania|Luxemburg|United Arab Emirates (Trucial Oman)|Montenegro|Cambodia (Kampuchea)|Equatorial Guinea (Spanish Guinea)",0.016307385229540918,0.03027468823727671,824,607238060.6773248,586,390472479.08497155,303,417180320.96624076,78,42797753.48904533,3546,8608128960.199696
,1919,203,123,99,4,0,12369772397.062202,12105549002.851395,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,"Turkey (Ottoman Empire)|Oman (Sultanate of Muscat and Oman)|Straits Settlements|Federated Malay States|Johore|Hong Kong|Tonga (Haʻapai)|Fiji|Zambia (Northern Rhodesia)|Aden|Perim I.|St. Helena|Ascension I.|Palestine|Iraq (Mesopotamia)|Malta|Gilbert and Ellice Is.|Nauru|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|French West Africa|Alaska|Western Anatolia|Czechoslovakia|Greenland|Luxemburg|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Philippines|Tripolitania (Regency of Tripoli)|Cocos (Keeling) Is.|Gibraltar|East Timor (Portuguese Timor)|British Cameroons|Panama Canal Zone|Spanish Morocco|Maldive Islands|Cochin China|Romania|Kwangtung Territory|Syria|Austria|Yugoslavia (Kingdom of Serbs, Croats and Slovenes)|Poland|Ukraine|Hungary|Río de Oro|Andorra|Finland|Puerto Rico|Monaco|Estonia|Latvia|Faeroe Is.|Lithuania|Albania|Dodecanese Is. (Aegean Is.)|Uganda|Ruanda-Urundi|Cabinda (Portuguese Congo)|Cameroun (French Cameroon)|Kenya (British East Africa Protectorate)|Samoa (Western Samoa) (German Samoa)|Weihaiwei|Pitcairn Is.|Guam|Windward Is.|Bahrain|Macao|Channel Is.|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Vladivostok|Cilicia|German Togoland|Mafia I.|Kwanchowan|Cayman Is.|Fiume|Georgia|Kedah|Kelantan|Perlis|Trengganu|United Arab Emirates (Trucial Oman)|U. S. Pacific Trust Territories (South Seas Mandate)|Equatorial Guinea (Spanish Guinea)",0.01687208328347493,0.0320117091267426,1067,1246420362.5848353,738,713430184.4510832,359,1006285911.4164362,96,26865905.18716583,4288,11336620580.4586
,1920,212,133,108,3,0,14893469898.509037,13863383775.936012,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Oman (Sultanate of Muscat and Oman)|Turkey (Ottoman Empire)|Poland|Ukraine|Malta|Hong Kong|Straits Settlements|Kenya (British East Africa Protectorate)|Finland|Tripolitania (Regency of Tripoli)|Philippines|Windward Is.|Puerto Rico|Federated Malay States|Tonga (Haʻapai)|Fiji|Aden|St. Helena|Ascension I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|German Togoland|Iraq (Mesopotamia)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|French West Africa|Alaska|Armenia|Western Anatolia|Danzig (Free City of Danzig)|Greenland|Luxemburg|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Cocos (Keeling) Is.|Gibraltar|East Timor (Portuguese Timor)|Rhineland|Syria|Zambia (Northern Rhodesia)|Vladivostok|Cameroun (French Cameroon)|Memel|Faeroe Is.|Panama Canal Zone|Kwangtung Territory|Saar|Uganda|Spanish Morocco|British Cameroons|Andorra|Monaco|Kerguelen Is.|Samoa (Western Samoa) (German Samoa)|Cochin China|Weihaiwei|Pitcairn Is.|Fiume|Cayman Is.|Channel Is.|Wallis and Futuna Is.|Guam|Kwanchowan|Perim I.|Bahrain|Macao|Río de Oro|Cilicia|Dodecanese Is. (Aegean Is.)|Maldive Islands|Botswana (Bechuanaland)|Lesotho (Basutoland)|Eswatini (Swaziland)|Ruanda-Urundi|Cabinda (Portuguese Congo)|Georgia|Kuwait|Johore|Kedah|Kelantan|Perlis|Trengganu|United Arab Emirates (Trucial Oman)|Bhutan|Equatorial Guinea (Spanish Guinea),0.018865567216391804,0.035709219858156026,1137,1439952329.0897107,766,894329691.8905708,333,1125049030.7694688,148,52627605.38304037,5056,13715793262.356531
,1921,217,135,113,3,0,9451487455.776396,8973996960.498941,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|St. Lucia|St. Vincent and the Grenadines,Poland|Turkey (Ottoman Empire)|Hong Kong|Gibraltar|Malta|Aden|Philippines|Vladivostok|Syria|Straits Settlements|Kenya (British East Africa Protectorate)|Finland|Tripolitania (Regency of Tripoli)|Federated Malay States|Luxemburg|Faeroe Is.|French West Africa|Western Anatolia|Danzig (Free City of Danzig)|Puerto Rico|Oman (Sultanate of Muscat and Oman)|Tonga (Haʻapai)|Fiji|St. Helena|Ascension I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Windward Is.|Botswana (Bechuanaland)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|Alaska|Greenland|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|Zambia (Northern Rhodesia)|German Togoland|Saar|Fiume|Andorra|Spanish Morocco|Uganda|Cabinda (Portuguese Congo)|Cameroun (French Cameroon)|Caroline Is.|Ruanda-Urundi|Maldive Islands|Cochin China|Kerguelen Is.|Weihaiwei|Lord Howe I.|Pitcairn Is.|Panama Canal Zone|Cayman Is.|Channel Is.|Wallis and Futuna Is.|Kedah|Johore|Kelantan|Trengganu|Memel|Perim I.|Tonkin|British Cameroons|Macao|Monaco|Río de Oro|Kwangtung Territory|Far Eastern Republic|Bahrain|Liechtenstein|Lesotho (Basutoland)|Eswatini (Swaziland)|Cilicia|Dodecanese Is. (Aegean Is.)|Cambodia (Kampuchea)|Guam|Equatorial Guinea (Spanish Guinea)|Kwanchowan|Perlis|Kuwait|United Arab Emirates (Trucial Oman)|Bhutan|Hyderabad|Hejaz Sultanate|Kenya Protectorate,0.019156911543306603,0.03670681649956262,1212,804415334.0193142,833,524340018.4478549,321,554037898.5967506,146,40375834.38456849,5658,8857073722.795092
,1922,213,139,114,3,0,8961074853.255451,9766866308.485355,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Zambia (Northern Rhodesia)|Kenya (British East Africa Protectorate)|Aden|Danzig (Free City of Danzig)|Straits Settlements|Finland|Fiume|Gibraltar|Hong Kong|Malta|Memel|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Philippines|Puerto Rico|Syria|Tripolitania (Regency of Tripoli)|Oman (Sultanate of Muscat and Oman)|Spanish Morocco|Federated Malay States|Tonga (Haʻapai)|Fiji|St. Helena|Ascension I.|Samoa (Western Samoa) (German Samoa)|Gilbert and Ellice Is.|Nauru|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|French West Africa|Alaska|Western Anatolia|Greenland|Luxemburg|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|British Cameroons|Dodecanese Is. (Aegean Is.)|Saar|Vladivostok|Faeroe Is.|Kwangtung Territory|Tristan da Cunha|Cochin China|Weihaiwei|Malden I.|Panama Canal Zone|Pitcairn Is.|Cayman Is.|Swan Is.|Wallis and Futuna Is.|Kedah|Johore|Kelantan|Trengganu|Perim I.|Bahrain|Tonkin|Maldive Islands|Macao|Andorra|Far Eastern Republic|Cameroun (French Cameroon)|Togo (French Togoland)|Uganda|Channel Is.|Botswana (Bechuanaland)|Liechtenstein|Lesotho (Basutoland)|Eswatini (Swaziland)|Cambodia (Kampuchea)|Guam|Equatorial Guinea (Spanish Guinea)|Kwanchowan|Windward Is.|Cabinda (Portuguese Congo)|Kuwait|Perlis|United Arab Emirates (Trucial Oman)|Hyderabad|Hejaz Sultanate|Kenya Protectorate,0.020527366823985177,0.04034721754929009,1288,726845133.7264222,1035,779341509.0062563,325,399995227.0639824,159,115944701.24456826,6077,8445134924.9468975
,1923,212,139,115,3,0,9618442507.585396,10472965477.621647,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Windward Is.|Finland|Memel|Danzig (Free City of Danzig)|Luxemburg|Puerto Rico|Straits Settlements|Philippines|Faeroe Is.|Greenland|Aden|Gibraltar|Malta|Dodecanese Is. (Aegean Is.)|Syria|Baluchistan (Kalat)|Cameroun (French Cameroon)|Togo (French Togoland)|Tripolitania (Regency of Tripoli)|Hong Kong|Oman (Sultanate of Muscat and Oman)|Federated Malay States|Johore|Tonga (Haʻapai)|Fiji|St. Helena|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Samoa (Western Samoa) (German Samoa)|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|Channel Is.|Gilbert and Ellice Is.|Nauru|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|Papua (British New Guinea)|French West Africa|Alaska|Western Anatolia|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|Saar|Maldive Islands|Cochin China|Fiume|Spanish Morocco|Panama Canal Zone|Liechtenstein|Cabinda (Portuguese Congo)|Uganda|Kwangtung Territory|Kerguelen Is.|Pitcairn Is.|Socotra I.|Cayman Is.|Serrana Bank|Wallis and Futuna Is.|Kedah|Kelantan|Trengganu|Tangier|Guam|Caroline Is.|Perim I.|Bahrain|Macao|Tibet|Botswana (Bechuanaland)|Weihaiwei|Lesotho (Basutoland)|Eswatini (Swaziland)|Kwanchowan|Equatorial Guinea (Spanish Guinea)|Cambodia (Kampuchea)|Kuwait|Perlis|Hejaz Sultanate|Hyderabad|Tonkin|United Arab Emirates (Trucial Oman)|British Cameroons|Kenya Protectorate,0.020341463122102752,0.04132669712793734,1163,758277983.1569749,1031,931405906.1145082,313,420705302.18262,183,99496532.20093715,6094,9098240673.201859
,1924,208,139,121,3,0,11699530694.243515,12774055347.580957,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Puerto Rico|Kwanchowan|Gibraltar|Finland|Faeroe Is.|Luxemburg|Danzig (Free City of Danzig)|Malta|French West Africa|Tripolitania (Regency of Tripoli)|Philippines|Hong Kong|Syria|Straits Settlements|Oman (Sultanate of Muscat and Oman)|St. Helena|Aden|Tonga (Haʻapai)|Fiji|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Greenland|Kenya (British East Africa Protectorate)|Zambia (Northern Rhodesia)|Dodecanese Is. (Aegean Is.)|Channel Is.|Gilbert and Ellice Is.|Nauru|Norfolk I.|Solomon Islands (British Solomon Islands Protectorate)|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Papua (British New Guinea)|Alaska|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|Federated Malay States|Fiume|Kwangtung Territory|Cochin China|Saar|Liechtenstein|Botswana (Bechuanaland)|Lesotho (Basutoland)|Uganda|Weihaiwei|Macao|Eswatini (Swaziland)|Bahrain|Maldive Islands|Panama Canal Zone|Kerguelen Is.|Pitcairn Is.|Mongolia|Wallis and Futuna Is.|Kedah|Johore|Kelantan|Trengganu|Guam|Caroline Is.|Perim I.|Cameroun (French Cameroon)|Togo (French Togoland)|Spanish Morocco|British Cameroons|Cambodia (Kampuchea)|Equatorial Guinea (Spanish Guinea)|Windward Is.|Tangier|Río de Oro|Andorra|Kuwait|Hejaz Sultanate|Perlis|United Arab Emirates (Trucial Oman)|British Togoland|Hyderabad|Kenya Protectorate,0.021906479696792866,0.04717633832050506,1355,905579959.6286808,1099,1096930619.258756,323,449484904.9127899,212,137365918.0693349,6918,11112679871.2614
,1925,210,130,127,1,0,12144563076.280054,13012832995.2055,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Hong Kong|Straits Settlements|Gibraltar|Kenya (British East Africa Protectorate)|New Caledonia|Morocco|Algeria (Regency of Algiers)|Tripolitania (Regency of Tripoli)|Togo (French Togoland)|Cameroun (French Cameroon)|Zambia (Northern Rhodesia)|Río de Oro|Andorra|Philippines|Puerto Rico|Finland|Luxemburg|Spanish Morocco|Tangier|Tunisia (Regency of Tunis)|Danzig (Free City of Danzig)|French Indochina|French West Africa|Madagascar (Malagasy Republic)|Syria|Malta|Oman (Sultanate of Muscat and Oman)|St. Helena|Aden|Reunion (Bourbon I.)|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Fiji|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Windward Is.|Dodecanese Is. (Aegean Is.)|Channel Is.|Gilbert and Ellice Is.|Nauru|Norfolk I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Papua (British New Guinea)|Alaska|Greenland|Hawaii (Sandwich Is.)|Vanuatu (New Hebrides)|American Samoa|Saar|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|French Guiana|Martinique|Guadeloupe|Federated Malay States|Liechtenstein|Panama Canal Zone|Macao|Botswana (Bechuanaland)|Lesotho (Basutoland)|Uganda|Weihaiwei|Eswatini (Swaziland)|Bahrain|Maldive Islands|Cambodia (Kampuchea)|Cochin China|Kerguelen Is.|Pitcairn Is.|Caroline Is.|Mongolia|Wallis and Futuna Is.|Perim I.|Tonkin|Guam|Faeroe Is.|Kwangtung Territory|Kwanchowan|Svalbard Is.|Equatorial Guinea (Spanish Guinea)|Monaco|Baluchistan (Kalat)|Kuwait|Johore|Kedah|Kelantan|Perlis|Trengganu|United Arab Emirates (Trucial Oman)|British Cameroons|Hejaz Sultanate|British Togoland|Kenya Protectorate,0.02280018950183805,0.04772340425531915,1329,985291303.4769742,1157,1098327597.420132,297,461215815.1649672,258,167943399.23713115,7153,11515403861.877985
,1926,213,131,125,1,0,11514802036.659985,12550886366.079002,British Oceania|Canary Is.|Ceuta & Melilla|French West Africa & Togo (French Togoland)|German Oceania|Grenada|Kamerun|Kenya (British East Africa Protectorate) & Uganda|Lebanon & Syria|Malaysia (British Malaya)|Nepal|St. Lucia|St. Vincent and the Grenadines,Malta|Straits Settlements|Guadeloupe|Martinique|Finland|French Guiana|Reunion (Bourbon I.)|French Indochina|Madagascar (Malagasy Republic)|Morocco|Philippines|Syria|Tunisia (Regency of Tunis)|Greenland|Gibraltar|Aden|Hong Kong|Kwangtung Territory|French West Africa|Oman (Sultanate of Muscat and Oman)|St. Helena|Solomon Islands (British Solomon Islands Protectorate)|Tonga (Haʻapai)|Fiji|Samoa (Western Samoa) (German Samoa)|Cayman Is.|Kathiawar|Tripolitania (Regency of Tripoli)|Saar|Luxemburg|Danzig (Free City of Danzig)|Liechtenstein|Zambia (Northern Rhodesia)|Channel Is.|Gilbert and Ellice Is.|Nauru|Norfolk I.|New Guinea (German New Guinea) (Kaiser Wilhelmsland)|Papua (British New Guinea)|Alaska|Hawaii (Sandwich Is.)|New Caledonia|Vanuatu (New Hebrides)|American Samoa|Cocos (Keeling) Is.|East Timor (Portuguese Timor)|Kenya (British East Africa Protectorate)|Puerto Rico|Dodecanese Is. (Aegean Is.)|Panama Canal Zone|Tangier|Faeroe Is.|Monaco|Spanish Morocco|Togo (French Togoland)|Cameroun (French Cameroon)|Macao|Botswana (Bechuanaland)|Uganda|Federated Malay States|Weihaiwei|Lesotho (Basutoland)|Eswatini (Swaziland)|Bahrain|Maldive Islands|Cochin China|Kerguelen Is.|Malden I.|Pitcairn Is.|Manchuria|Mongolia|Niue I.|Wallis and Futuna Is.|Cambodia (Kampuchea)|Perim I.|Río de Oro|Andorra|Kwanchowan|Svalbard Is.|Equatorial Guinea (Spanish Guinea)|Guam|Baluchistan (Kalat)|Caroline Is.|Kuwait|United Arab Emirates (Trucial Oman)|British Cameroons|Johore|Kedah|Kelantan|Perlis|Trengganu|Tonkin|British Togoland|Windward Is.|Kenya Protectorate,0.02236224147486946,0.047079408910092546,1229,982217457.258854,1207,1085217506.3025253,292,444217018.60027546,260,187826180.4329593,7283,10882758837.626755
